sep=,
2022-04-01 14:14:32,0.9410 Vrms
2022-04-01 14:14:33,0.9102 Vrms
2022-04-01 14:14:34,0.8723 Vrms
2022-04-01 14:14:35,0.9360 Vrms
2022-04-01 14:14:36,0.9780 Vrms
2022-04-01 14:14:37,0.8940 Vrms
2022-04-01 14:14:38,0.9109 Vrms
2022-04-01 14:14:39,0.9174 Vrms
2022-04-01 14:14:40,0.8947 Vrms
2022-04-01 14:14:41,0.8564 Vrms
2022-04-01 14:14:42,0.9270 Vrms
2022-04-01 14:14:43,0.9235 Vrms
2022-04-01 14:14:44,0.8734 Vrms
2022-04-01 14:14:45,0.8513 Vrms
2022-04-01 14:14:46,0.8564 Vrms
2022-04-01 14:14:47,0.7921 Vrms
2022-04-01 14:14:48,0.8637 Vrms
2022-04-01 14:14:49,0.8473 Vrms
2022-04-01 14:14:50,0.9301 Vrms
2022-04-01 14:14:51,0.9436 Vrms
2022-04-01 14:14:52,0.9231 Vrms
2022-04-01 14:14:53,0.9097 Vrms
2022-04-01 14:14:54,0.9841 Vrms
2022-04-01 14:14:55,0.9360 Vrms
2022-04-01 14:14:56,0.9299 Vrms
2022-04-01 14:14:57,0.9157 Vrms
2022-04-01 14:14:58,0.8827 Vrms
2022-04-01 14:14:59,1.0001 Vrms
2022-04-01 14:15:00,0.9319 Vrms
2022-04-01 14:15:01,0.9546 Vrms
2022-04-01 14:15:02,0.9174 Vrms
2022-04-01 14:15:03,0.8664 Vrms
2022-04-01 14:15:04,0.8727 Vrms
2022-04-01 14:15:05,0.8641 Vrms
2022-04-01 14:15:06,0.8935 Vrms
2022-04-01 14:15:07,0.9337 Vrms
2022-04-01 14:15:08,0.8839 Vrms
2022-04-01 14:15:09,0.8911 Vrms
2022-04-01 14:15:10,0.9311 Vrms
2022-04-01 14:15:11,0.8855 Vrms
2022-04-01 14:15:12,0.9415 Vrms
2022-04-01 14:15:13,0.9209 Vrms
2022-04-01 14:15:14,0.7202 Vrms
2022-04-01 14:15:15,0.9245 Vrms
2022-04-01 14:15:16,0.8512 Vrms
2022-04-01 14:15:17,0.8886 Vrms
2022-04-01 14:15:18,0.8928 Vrms
2022-04-01 14:15:19,0.8285 Vrms
2022-04-01 14:15:20,0.9584 Vrms
2022-04-01 14:15:21,1.0018 Vrms
2022-04-01 14:15:22,0.9695 Vrms
2022-04-01 14:15:23,0.9027 Vrms
2022-04-01 14:15:24,0.8508 Vrms
2022-04-01 14:15:25,0.8957 Vrms
2022-04-01 14:15:26,0.8044 Vrms
2022-04-01 14:15:27,1.1042 Vrms
2022-04-01 14:15:28,0.9072 Vrms
2022-04-01 14:15:29,0.9276 Vrms
2022-04-01 14:15:30,0.9523 Vrms
2022-04-01 14:15:31,0.8766 Vrms
2022-04-01 14:15:32,0.9728 Vrms
2022-04-01 14:15:33,1.0165 Vrms
2022-04-01 14:15:34,0.9857 Vrms
2022-04-01 14:15:35,0.9215 Vrms
2022-04-01 14:15:36,0.9739 Vrms
2022-04-01 14:15:37,0.8846 Vrms
2022-04-01 14:15:38,0.8887 Vrms
2022-04-01 14:15:39,0.8521 Vrms
2022-04-01 14:15:40,0.9456 Vrms
2022-04-01 14:15:41,0.8635 Vrms
2022-04-01 14:15:42,0.8347 Vrms
2022-04-01 14:15:43,0.8855 Vrms
2022-04-01 14:15:44,0.8774 Vrms
2022-04-01 14:15:45,0.9217 Vrms
2022-04-01 14:15:46,0.8806 Vrms
2022-04-01 14:15:47,0.8383 Vrms
2022-04-01 14:15:48,0.9440 Vrms
2022-04-01 14:15:49,0.8472 Vrms
2022-04-01 14:15:50,0.8703 Vrms
2022-04-01 14:15:51,0.9152 Vrms
2022-04-01 14:15:52,0.9528 Vrms
2022-04-01 14:15:53,0.9366 Vrms
2022-04-01 14:15:54,0.9066 Vrms
2022-04-01 14:15:55,0.9037 Vrms
2022-04-01 14:15:56,0.8961 Vrms
2022-04-01 14:15:57,0.8474 Vrms
2022-04-01 14:15:58,0.9599 Vrms
2022-04-01 14:15:59,0.9285 Vrms
2022-04-01 14:16:00,1.0431 Vrms
2022-04-01 14:16:01,0.9398 Vrms
2022-04-01 14:16:02,0.9423 Vrms
2022-04-01 14:16:03,0.9305 Vrms
2022-04-01 14:16:04,0.8806 Vrms
2022-04-01 14:16:05,0.8977 Vrms
2022-04-01 14:16:06,0.8467 Vrms
2022-04-01 14:16:07,0.8734 Vrms
2022-04-01 14:16:08,0.9395 Vrms
2022-04-01 14:16:09,0.8698 Vrms
2022-04-01 14:16:10,0.8786 Vrms
2022-04-01 14:16:11,0.9155 Vrms
2022-04-01 14:16:12,0.8547 Vrms
2022-04-01 14:16:13,0.8815 Vrms
2022-04-01 14:16:14,0.9106 Vrms
2022-04-01 14:16:15,0.8413 Vrms
2022-04-01 14:16:16,0.9164 Vrms
2022-04-01 14:16:17,0.9186 Vrms
2022-04-01 14:16:18,0.9654 Vrms
2022-04-01 14:16:19,0.7716 Vrms
2022-04-01 14:16:20,0.9731 Vrms
2022-04-01 14:16:21,0.8204 Vrms
2022-04-01 14:16:22,0.9366 Vrms
2022-04-01 14:16:23,1.0018 Vrms
2022-04-01 14:16:24,0.9831 Vrms
2022-04-01 14:16:25,0.9191 Vrms
2022-04-01 14:16:26,0.8645 Vrms
2022-04-01 14:16:27,0.7428 Vrms
2022-04-01 14:16:28,0.8175 Vrms
2022-04-01 14:16:29,1.0676 Vrms
2022-04-01 14:16:30,0.9564 Vrms
2022-04-01 14:16:31,0.9800 Vrms
2022-04-01 14:16:32,0.8805 Vrms
2022-04-01 14:16:33,0.9267 Vrms
2022-04-01 14:16:34,1.0235 Vrms
2022-04-01 14:16:35,1.0385 Vrms
2022-04-01 14:16:36,0.9407 Vrms
2022-04-01 14:16:37,0.9874 Vrms
2022-04-01 14:16:38,0.9497 Vrms
2022-04-01 14:16:39,0.8578 Vrms
2022-04-01 14:16:40,0.9193 Vrms
2022-04-01 14:16:41,0.8969 Vrms
2022-04-01 14:16:42,0.8419 Vrms
2022-04-01 14:16:43,0.8801 Vrms
2022-04-01 14:16:44,0.8681 Vrms
2022-04-01 14:16:45,0.8584 Vrms
2022-04-01 14:16:46,0.9040 Vrms
2022-04-01 14:16:47,0.8680 Vrms
2022-04-01 14:16:48,0.9134 Vrms
2022-04-01 14:16:49,0.8702 Vrms
2022-04-01 14:16:50,0.8964 Vrms
2022-04-01 14:16:51,0.8409 Vrms
2022-04-01 14:16:52,0.8347 Vrms
2022-04-01 14:16:53,0.8767 Vrms
2022-04-01 14:16:54,0.9435 Vrms
2022-04-01 14:16:55,0.8496 Vrms
2022-04-01 14:16:56,0.8716 Vrms
2022-04-01 14:16:57,0.8804 Vrms
2022-04-01 14:16:58,0.8568 Vrms
2022-04-01 14:16:59,0.8996 Vrms
2022-04-01 14:17:00,0.9395 Vrms
2022-04-01 14:17:01,0.8875 Vrms
2022-04-01 14:17:02,0.9774 Vrms
2022-04-01 14:17:03,0.9570 Vrms
2022-04-01 14:17:04,0.9854 Vrms
2022-04-01 14:17:05,0.8823 Vrms
2022-04-01 14:17:06,0.9771 Vrms
2022-04-01 14:17:07,0.8862 Vrms
2022-04-01 14:17:08,0.8578 Vrms
2022-04-01 14:17:09,0.8689 Vrms
2022-04-01 14:17:10,0.8970 Vrms
2022-04-01 14:17:11,0.8201 Vrms
2022-04-01 14:17:12,0.8706 Vrms
2022-04-01 14:17:13,0.9241 Vrms
2022-04-01 14:17:14,0.8426 Vrms
2022-04-01 14:17:15,0.8578 Vrms
2022-04-01 14:17:16,0.8286 Vrms
2022-04-01 14:17:17,0.9431 Vrms
2022-04-01 14:17:18,0.9451 Vrms
2022-04-01 14:17:19,0.9049 Vrms
2022-04-01 14:17:20,1.0138 Vrms
2022-04-01 14:17:21,0.9074 Vrms
2022-04-01 14:17:22,1.0381 Vrms
2022-04-01 14:17:23,1.2014 Vrms
2022-04-01 14:17:24,0.7819 Vrms
2022-04-01 14:17:25,0.9438 Vrms
2022-04-01 14:17:26,0.8944 Vrms
2022-04-01 14:17:27,0.8779 Vrms
2022-04-01 14:17:28,0.8915 Vrms
2022-04-01 14:17:29,0.8925 Vrms
2022-04-01 14:17:30,0.9176 Vrms
2022-04-01 14:17:31,0.8024 Vrms
2022-04-01 14:17:32,1.1991 Vrms
2022-04-01 14:17:33,0.9866 Vrms
2022-04-01 14:17:34,1.0061 Vrms
2022-04-01 14:17:35,0.9877 Vrms
2022-04-01 14:17:36,0.9811 Vrms
2022-04-01 14:17:37,1.0015 Vrms
2022-04-01 14:17:38,1.0263 Vrms
2022-04-01 14:17:39,0.9190 Vrms
2022-04-01 14:17:40,0.9031 Vrms
2022-04-01 14:17:41,0.8497 Vrms
2022-04-01 14:17:42,0.9467 Vrms
2022-04-01 14:17:43,0.8144 Vrms
2022-04-01 14:17:44,0.8821 Vrms
2022-04-01 14:17:45,0.8982 Vrms
2022-04-01 14:17:46,0.8434 Vrms
2022-04-01 14:17:47,0.9316 Vrms
2022-04-01 14:17:48,0.8912 Vrms
2022-04-01 14:17:49,0.9194 Vrms
2022-04-01 14:17:50,0.9136 Vrms
2022-04-01 14:17:51,0.9332 Vrms
2022-04-01 14:17:52,0.9792 Vrms
2022-04-01 14:17:53,0.8705 Vrms
2022-04-01 14:17:54,0.8643 Vrms
2022-04-01 14:17:55,0.8478 Vrms
2022-04-01 14:17:56,0.8389 Vrms
2022-04-01 14:17:57,0.8720 Vrms
2022-04-01 14:17:58,0.8232 Vrms
2022-04-01 14:17:59,0.9335 Vrms
2022-04-01 14:18:00,0.9120 Vrms
2022-04-01 14:18:01,0.8958 Vrms
2022-04-01 14:18:02,0.8722 Vrms
2022-04-01 14:18:03,0.9250 Vrms
2022-04-01 14:18:04,0.9445 Vrms
2022-04-01 14:18:05,0.9484 Vrms
2022-04-01 14:18:06,1.0562 Vrms
2022-04-01 14:18:07,0.8633 Vrms
2022-04-01 14:18:08,0.9610 Vrms
2022-04-01 14:18:09,0.9346 Vrms
2022-04-01 14:18:10,0.8307 Vrms
2022-04-01 14:18:11,0.7834 Vrms
2022-04-01 14:18:12,0.8556 Vrms
2022-04-01 14:18:13,0.8446 Vrms
2022-04-01 14:18:14,0.8657 Vrms
2022-04-01 14:18:15,0.9027 Vrms
2022-04-01 14:18:16,0.8763 Vrms
2022-04-01 14:18:17,0.8556 Vrms
2022-04-01 14:18:18,0.9398 Vrms
2022-04-01 14:18:19,0.8751 Vrms
2022-04-01 14:18:20,0.6756 Vrms
2022-04-01 14:18:21,1.2844 Vrms
2022-04-01 14:18:22,1.2315 Vrms
2022-04-01 14:18:23,1.1295 Vrms
2022-04-01 14:18:24,1.0684 Vrms
2022-04-01 14:18:25,0.9629 Vrms
2022-04-01 14:18:26,0.8613 Vrms
2022-04-01 14:18:27,0.9760 Vrms
2022-04-01 14:18:28,0.8159 Vrms
2022-04-01 14:18:29,0.7969 Vrms
2022-04-01 14:18:30,0.7063 Vrms
2022-04-01 14:18:31,0.6650 Vrms
2022-04-01 14:18:32,0.6806 Vrms
2022-04-01 14:18:33,0.7866 Vrms
2022-04-01 14:18:34,0.7883 Vrms
2022-04-01 14:18:35,1.0404 Vrms
2022-04-01 14:18:36,0.5631 Vrms
2022-04-01 14:18:37,0.4588 Vrms
2022-04-01 14:18:38,0.4715 Vrms
2022-04-01 14:18:39,0.4314 Vrms
2022-04-01 14:18:40,0.4556 Vrms
2022-04-01 14:18:41,0.4359 Vrms
2022-04-01 14:18:42,0.4556 Vrms
2022-04-01 14:18:43,0.4462 Vrms
2022-04-01 14:18:44,0.4355 Vrms
2022-04-01 14:18:45,0.4582 Vrms
2022-04-01 14:18:46,0.5016 Vrms
2022-04-01 14:18:47,0.4948 Vrms
2022-04-01 14:18:48,0.5010 Vrms
2022-04-01 14:18:49,0.4975 Vrms
2022-04-01 14:18:50,0.5087 Vrms
2022-04-01 14:18:51,0.4589 Vrms
2022-04-01 14:18:52,0.4992 Vrms
2022-04-01 14:18:53,0.4808 Vrms
2022-04-01 14:18:54,0.4474 Vrms
2022-04-01 14:18:55,0.4509 Vrms
2022-04-01 14:18:56,0.4536 Vrms
2022-04-01 14:18:57,0.4658 Vrms
2022-04-01 14:18:58,0.4603 Vrms
2022-04-01 14:18:59,0.4534 Vrms
2022-04-01 14:19:00,0.4793 Vrms
2022-04-01 14:19:01,0.4657 Vrms
2022-04-01 14:19:02,0.4775 Vrms
2022-04-01 14:19:03,0.4977 Vrms
2022-04-01 14:19:04,0.5267 Vrms
2022-04-01 14:19:05,0.5158 Vrms
2022-04-01 14:19:06,0.5317 Vrms
2022-04-01 14:19:07,0.5154 Vrms
2022-04-01 14:19:08,0.4761 Vrms
2022-04-01 14:19:09,0.5466 Vrms
2022-04-01 14:19:10,0.4599 Vrms
2022-04-01 14:19:11,0.5071 Vrms
2022-04-01 14:19:12,0.4680 Vrms
2022-04-01 14:19:13,0.4601 Vrms
2022-04-01 14:19:14,0.4487 Vrms
2022-04-01 14:19:15,0.4725 Vrms
2022-04-01 14:19:16,0.4814 Vrms
2022-04-01 14:19:17,0.5219 Vrms
2022-04-01 14:19:18,0.5241 Vrms
2022-04-01 14:19:19,0.5620 Vrms
2022-04-01 14:19:20,0.5906 Vrms
2022-04-01 14:19:21,0.6843 Vrms
2022-04-01 14:19:22,3.1446 Vrms
2022-04-01 14:19:23,0.8247 Vrms
2022-04-01 14:19:24,0.3945 Vrms
2022-04-01 14:19:25,0.3951 Vrms
2022-04-01 14:19:26,0.3962 Vrms
2022-04-01 14:19:27,0.3914 Vrms
2022-04-01 14:19:28,0.4031 Vrms
2022-04-01 14:19:29,0.3869 Vrms
2022-04-01 14:19:30,0.4189 Vrms
2022-04-01 14:19:31,0.4310 Vrms
2022-04-01 14:19:32,0.4063 Vrms
2022-04-01 14:19:33,0.4170 Vrms
2022-04-01 14:19:34,0.4297 Vrms
2022-04-01 14:19:35,0.4022 Vrms
2022-04-01 14:19:36,0.4667 Vrms
2022-04-01 14:19:37,0.3858 Vrms
2022-04-01 14:19:38,0.3778 Vrms
2022-04-01 14:19:39,0.3743 Vrms
2022-04-01 14:19:40,0.3945 Vrms
2022-04-01 14:19:41,0.3924 Vrms
2022-04-01 14:19:42,0.3874 Vrms
2022-04-01 14:19:43,0.3768 Vrms
2022-04-01 14:19:44,0.3593 Vrms
2022-04-01 14:19:45,0.3773 Vrms
2022-04-01 14:19:46,0.3993 Vrms
2022-04-01 14:19:47,0.4114 Vrms
2022-04-01 14:19:48,0.4064 Vrms
2022-04-01 14:19:49,0.4119 Vrms
2022-04-01 14:19:50,0.3950 Vrms
2022-04-01 14:19:51,0.3916 Vrms
2022-04-01 14:19:52,0.3709 Vrms
2022-04-01 14:19:53,0.3749 Vrms
2022-04-01 14:19:54,0.3698 Vrms
2022-04-01 14:19:55,0.3856 Vrms
2022-04-01 14:19:56,0.3824 Vrms
2022-04-01 14:19:57,0.9955 Vrms
2022-04-01 14:19:58,0.4904 Vrms
2022-04-01 14:19:59,0.4286 Vrms
2022-04-01 14:20:00,0.4048 Vrms
2022-04-01 14:20:01,0.4605 Vrms
2022-04-01 14:20:02,0.4874 Vrms
2022-04-01 14:20:03,0.4268 Vrms
2022-04-01 14:20:04,0.8751 Vrms
2022-04-01 14:20:05,0.7157 Vrms
2022-04-01 14:20:06,0.6544 Vrms
2022-04-01 14:20:07,0.5749 Vrms
2022-04-01 14:20:08,0.5804 Vrms
2022-04-01 14:20:09,0.5837 Vrms
2022-04-01 14:20:10,0.5783 Vrms
2022-04-01 14:20:11,0.5024 Vrms
2022-04-01 14:20:12,0.4465 Vrms
2022-04-01 14:20:13,0.4325 Vrms
2022-04-01 14:20:14,0.4359 Vrms
2022-04-01 14:20:15,0.4392 Vrms
2022-04-01 14:20:16,0.5245 Vrms
2022-04-01 14:20:17,0.6553 Vrms
2022-04-01 14:20:18,0.6574 Vrms
2022-04-01 14:20:19,0.6504 Vrms
2022-04-01 14:20:20,0.6327 Vrms
2022-04-01 14:20:21,0.6328 Vrms
2022-04-01 14:20:22,0.6245 Vrms
2022-04-01 14:20:23,0.6324 Vrms
2022-04-01 14:20:24,0.6376 Vrms
2022-04-01 14:20:25,0.6016 Vrms
2022-04-01 14:20:26,0.6214 Vrms
2022-04-01 14:20:27,0.6149 Vrms
2022-04-01 14:20:28,0.6187 Vrms
2022-04-01 14:20:29,0.6091 Vrms
2022-04-01 14:20:30,0.6497 Vrms
2022-04-01 14:20:31,0.6044 Vrms
2022-04-01 14:20:32,0.6147 Vrms
2022-04-01 14:20:33,0.6320 Vrms
2022-04-01 14:20:34,0.6423 Vrms
2022-04-01 14:20:35,0.6317 Vrms
2022-04-01 14:20:36,0.6251 Vrms
2022-04-01 14:20:37,0.6273 Vrms
2022-04-01 14:20:38,0.6188 Vrms
2022-04-01 14:20:39,0.6419 Vrms
2022-04-01 14:20:40,0.6055 Vrms
2022-04-01 14:20:41,0.6406 Vrms
2022-04-01 14:20:42,0.6115 Vrms
2022-04-01 14:20:43,0.6273 Vrms
2022-04-01 14:20:44,0.6384 Vrms
2022-04-01 14:20:45,0.6313 Vrms
2022-04-01 14:20:46,0.6437 Vrms
2022-04-01 14:20:47,0.6543 Vrms
2022-04-01 14:20:48,0.6465 Vrms
2022-04-01 14:20:49,0.6481 Vrms
2022-04-01 14:20:50,0.6700 Vrms
2022-04-01 14:20:51,0.6752 Vrms
2022-04-01 14:20:52,0.6501 Vrms
2022-04-01 14:20:53,0.6557 Vrms
2022-04-01 14:20:54,0.6543 Vrms
2022-04-01 14:20:55,0.6354 Vrms
2022-04-01 14:20:56,0.6389 Vrms
2022-04-01 14:20:57,0.6302 Vrms
2022-04-01 14:20:58,0.6392 Vrms
2022-04-01 14:20:59,0.6415 Vrms
2022-04-01 14:21:00,0.6772 Vrms
2022-04-01 14:21:01,0.6588 Vrms
2022-04-01 14:21:02,0.6453 Vrms
2022-04-01 14:21:03,0.8284 Vrms
2022-04-01 14:21:04,0.6709 Vrms
2022-04-01 14:21:05,0.7183 Vrms
2022-04-01 14:21:06,0.7049 Vrms
2022-04-01 14:21:07,0.7012 Vrms
2022-04-01 14:21:08,0.6831 Vrms
2022-04-01 14:21:09,0.6823 Vrms
2022-04-01 14:21:10,0.6671 Vrms
2022-04-01 14:21:11,0.6693 Vrms
2022-04-01 14:21:12,0.6463 Vrms
2022-04-01 14:21:13,0.6625 Vrms
2022-04-01 14:21:14,0.6467 Vrms
2022-04-01 14:21:15,0.6696 Vrms
2022-04-01 14:21:16,0.7356 Vrms
2022-04-01 14:21:17,0.8875 Vrms
2022-04-01 14:21:18,0.9580 Vrms
2022-04-01 14:21:19,0.7073 Vrms
2022-04-01 14:21:20,0.6941 Vrms
2022-04-01 14:21:21,0.7119 Vrms
2022-04-01 14:21:22,0.6676 Vrms
2022-04-01 14:21:23,0.6637 Vrms
2022-04-01 14:21:24,0.6699 Vrms
2022-04-01 14:21:25,0.6182 Vrms
2022-04-01 14:21:26,0.6132 Vrms
2022-04-01 14:21:27,0.5950 Vrms
2022-04-01 14:21:28,0.6200 Vrms
2022-04-01 14:21:29,0.6251 Vrms
2022-04-01 14:21:30,0.6057 Vrms
2022-04-01 14:21:31,0.6582 Vrms
2022-04-01 14:21:32,0.6264 Vrms
2022-04-01 14:21:33,0.6545 Vrms
2022-04-01 14:21:34,0.6459 Vrms
2022-04-01 14:21:35,0.6409 Vrms
2022-04-01 14:21:36,0.6175 Vrms
2022-04-01 14:21:37,0.6005 Vrms
2022-04-01 14:21:38,0.5612 Vrms
2022-04-01 14:21:39,0.5879 Vrms
2022-04-01 14:21:40,0.5413 Vrms
2022-04-01 14:21:41,0.5034 Vrms
2022-04-01 14:21:42,0.5052 Vrms
2022-04-01 14:21:43,0.5237 Vrms
2022-04-01 14:21:44,0.5448 Vrms
2022-04-01 14:21:45,0.5476 Vrms
2022-04-01 14:21:46,0.5253 Vrms
