sep=,
2022-04-01 14:14:00,664.1 lux
2022-04-01 14:14:01,668.2 lux
2022-04-01 14:14:02,668.2 lux
2022-04-01 14:14:03,670.8 lux
2022-04-01 14:14:04,670.2 lux
2022-04-01 14:14:05,668.2 lux
2022-04-01 14:14:06,668.2 lux
2022-04-01 14:14:07,673.6 lux
2022-04-01 14:14:08,677.7 lux
2022-04-01 14:14:09,679.7 lux
2022-04-01 14:14:10,681.7 lux
2022-04-01 14:14:11,682.8 lux
2022-04-01 14:14:12,685.4 lux
2022-04-01 14:14:13,683.1 lux
2022-04-01 14:14:14,681.4 lux
2022-04-01 14:14:15,682.6 lux
2022-04-01 14:14:16,679.7 lux
2022-04-01 14:14:17,680.8 lux
2022-04-01 14:14:18,682.6 lux
2022-04-01 14:14:19,682.6 lux
2022-04-01 14:14:20,684.9 lux
2022-04-01 14:14:21,682.6 lux
2022-04-01 14:14:22,682.6 lux
2022-04-01 14:14:23,682.6 lux
2022-04-01 14:14:24,682.6 lux
2022-04-01 14:14:25,682.6 lux
2022-04-01 14:14:26,682.6 lux
2022-04-01 14:14:27,682.6 lux
2022-04-01 14:14:28,682.6 lux
2022-04-01 14:14:29,682.6 lux
2022-04-01 14:14:30,682.6 lux
2022-04-01 14:14:31,682.6 lux
2022-04-01 14:14:32,682.6 lux
2022-04-01 14:14:33,683.7 lux
2022-04-01 14:14:34,685.4 lux
2022-04-01 14:14:35,685.4 lux
2022-04-01 14:14:36,685.4 lux
2022-04-01 14:14:37,685.4 lux
2022-04-01 14:14:38,685.4 lux
2022-04-01 14:14:39,685.4 lux
2022-04-01 14:14:40,685.4 lux
2022-04-01 14:14:41,685.4 lux
2022-04-01 14:14:42,685.4 lux
2022-04-01 14:14:43,685.4 lux
2022-04-01 14:14:44,688.0 lux
2022-04-01 14:14:45,688.3 lux
2022-04-01 14:14:46,686.9 lux
2022-04-01 14:14:47,685.4 lux
2022-04-01 14:14:48,685.4 lux
2022-04-01 14:14:49,684.6 lux
2022-04-01 14:14:50,684.0 lux
2022-04-01 14:14:51,685.4 lux
2022-04-01 14:14:52,687.7 lux
2022-04-01 14:14:53,685.4 lux
2022-04-01 14:14:54,685.4 lux
2022-04-01 14:14:55,683.4 lux
2022-04-01 14:14:56,680.5 lux
2022-04-01 14:14:57,684.6 lux
2022-04-01 14:14:58,681.1 lux
2022-04-01 14:14:59,685.7 lux
2022-04-01 14:15:00,685.2 lux
2022-04-01 14:15:01,680.5 lux
2022-04-01 14:15:02,684.0 lux
2022-04-01 14:15:03,679.4 lux
2022-04-01 14:15:04,679.4 lux
2022-04-01 14:15:05,679.7 lux
2022-04-01 14:15:06,679.7 lux
2022-04-01 14:15:07,681.4 lux
2022-04-01 14:15:08,680.3 lux
2022-04-01 14:15:09,676.2 lux
2022-04-01 14:15:10,672.8 lux
2022-04-01 14:15:11,671.0 lux
2022-04-01 14:15:12,673.3 lux
2022-04-01 14:15:13,676.8 lux
2022-04-01 14:15:14,676.8 lux
2022-04-01 14:15:15,675.1 lux
2022-04-01 14:15:16,671.6 lux
2022-04-01 14:15:17,667.6 lux
2022-04-01 14:15:18,668.7 lux
2022-04-01 14:15:19,675.6 lux
2022-04-01 14:15:20,672.2 lux
2022-04-01 14:15:21,668.7 lux
2022-04-01 14:15:22,671.0 lux
2022-04-01 14:15:23,671.0 lux
2022-04-01 14:15:24,668.7 lux
2022-04-01 14:15:25,668.2 lux
2022-04-01 14:15:26,668.2 lux
2022-04-01 14:15:27,664.7 lux
2022-04-01 14:15:28,662.4 lux
2022-04-01 14:15:29,658.9 lux
2022-04-01 14:15:30,656.6 lux
2022-04-01 14:15:31,656.6 lux
2022-04-01 14:15:32,652.6 lux
2022-04-01 14:15:33,655.8 lux
2022-04-01 14:15:34,652.9 lux
2022-04-01 14:15:35,648.0 lux
2022-04-01 14:15:36,649.2 lux
2022-04-01 14:15:37,650.3 lux
2022-04-01 14:15:38,644.3 lux
2022-04-01 14:15:39,643.7 lux
2022-04-01 14:15:40,643.1 lux
2022-04-01 14:15:41,639.6 lux
2022-04-01 14:15:42,640.2 lux
2022-04-01 14:15:43,639.4 lux
2022-04-01 14:15:44,636.5 lux
2022-04-01 14:15:45,636.2 lux
2022-04-01 14:15:46,633.6 lux
2022-04-01 14:15:47,633.6 lux
2022-04-01 14:15:48,633.6 lux
2022-04-01 14:15:49,631.0 lux
2022-04-01 14:15:50,630.7 lux
2022-04-01 14:15:51,630.7 lux
2022-04-01 14:15:52,630.7 lux
2022-04-01 14:15:53,630.7 lux
2022-04-01 14:15:54,630.7 lux
2022-04-01 14:15:55,630.7 lux
2022-04-01 14:15:56,630.7 lux
2022-04-01 14:15:57,630.7 lux
2022-04-01 14:15:58,630.1 lux
2022-04-01 14:15:59,629.0 lux
2022-04-01 14:16:00,629.0 lux
2022-04-01 14:16:01,627.8 lux
2022-04-01 14:16:02,627.8 lux
2022-04-01 14:16:03,627.8 lux
2022-04-01 14:16:04,627.8 lux
2022-04-01 14:16:05,630.1 lux
2022-04-01 14:16:06,630.1 lux
2022-04-01 14:16:07,629.0 lux
2022-04-01 14:16:08,629.0 lux
2022-04-01 14:16:09,627.8 lux
2022-04-01 14:16:10,630.1 lux
2022-04-01 14:16:11,626.7 lux
2022-04-01 14:16:12,625.0 lux
2022-04-01 14:16:13,625.0 lux
2022-04-01 14:16:14,625.0 lux
2022-04-01 14:16:15,625.0 lux
2022-04-01 14:16:16,625.0 lux
2022-04-01 14:16:17,625.0 lux
2022-04-01 14:16:18,622.1 lux
2022-04-01 14:16:19,622.1 lux
2022-04-01 14:16:20,622.1 lux
2022-04-01 14:16:21,619.8 lux
2022-04-01 14:16:22,619.2 lux
2022-04-01 14:16:23,618.3 lux
2022-04-01 14:16:24,614.9 lux
2022-04-01 14:16:25,613.4 lux
2022-04-01 14:16:26,613.2 lux
2022-04-01 14:16:27,610.6 lux
2022-04-01 14:16:28,610.6 lux
2022-04-01 14:16:29,608.5 lux
2022-04-01 14:16:30,610.0 lux
2022-04-01 14:16:31,606.8 lux
2022-04-01 14:16:32,603.4 lux
2022-04-01 14:16:33,606.0 lux
2022-04-01 14:16:34,604.5 lux
2022-04-01 14:16:35,599.9 lux
2022-04-01 14:16:36,601.9 lux
2022-04-01 14:16:37,599.9 lux
2022-04-01 14:16:38,596.4 lux
2022-04-01 14:16:39,595.3 lux
2022-04-01 14:16:40,593.3 lux
2022-04-01 14:16:41,591.3 lux
2022-04-01 14:16:42,587.8 lux
2022-04-01 14:16:43,587.5 lux
2022-04-01 14:16:44,587.5 lux
2022-04-01 14:16:45,587.5 lux
2022-04-01 14:16:46,587.2 lux
2022-04-01 14:16:47,584.6 lux
2022-04-01 14:16:48,583.2 lux
2022-04-01 14:16:49,580.0 lux
2022-04-01 14:16:50,578.9 lux
2022-04-01 14:16:51,577.7 lux
2022-04-01 14:16:52,574.3 lux
2022-04-01 14:16:53,576.0 lux
2022-04-01 14:16:54,573.7 lux
2022-04-01 14:16:55,573.1 lux
2022-04-01 14:16:56,572.0 lux
2022-04-01 14:16:57,570.2 lux
2022-04-01 14:16:58,570.2 lux
2022-04-01 14:16:59,570.2 lux
2022-04-01 14:17:00,569.1 lux
2022-04-01 14:17:01,569.1 lux
2022-04-01 14:17:02,567.9 lux
2022-04-01 14:17:03,567.9 lux
2022-04-01 14:17:04,570.2 lux
2022-04-01 14:17:05,568.5 lux
2022-04-01 14:17:06,569.7 lux
2022-04-01 14:17:07,572.5 lux
2022-04-01 14:17:08,570.2 lux
2022-04-01 14:17:09,568.5 lux
2022-04-01 14:17:10,567.4 lux
2022-04-01 14:17:11,567.4 lux
2022-04-01 14:17:12,567.4 lux
2022-04-01 14:17:13,567.4 lux
2022-04-01 14:17:14,569.7 lux
2022-04-01 14:17:15,570.2 lux
2022-04-01 14:17:16,571.1 lux
2022-04-01 14:17:17,573.1 lux
2022-04-01 14:17:18,573.1 lux
2022-04-01 14:17:19,573.1 lux
2022-04-01 14:17:20,572.3 lux
2022-04-01 14:17:21,570.2 lux
2022-04-01 14:17:22,572.3 lux
2022-04-01 14:17:23,570.5 lux
2022-04-01 14:17:24,571.1 lux
2022-04-01 14:17:25,571.7 lux
2022-04-01 14:17:26,570.2 lux
2022-04-01 14:17:27,572.5 lux
2022-04-01 14:17:28,570.2 lux
2022-04-01 14:17:29,571.7 lux
2022-04-01 14:17:30,573.1 lux
2022-04-01 14:17:31,573.1 lux
2022-04-01 14:17:32,573.1 lux
2022-04-01 14:17:33,573.1 lux
2022-04-01 14:17:34,573.1 lux
2022-04-01 14:17:35,573.1 lux
2022-04-01 14:17:36,573.1 lux
2022-04-01 14:17:37,573.1 lux
2022-04-01 14:17:38,573.1 lux
2022-04-01 14:17:39,573.1 lux
2022-04-01 14:17:40,573.1 lux
2022-04-01 14:17:41,573.1 lux
2022-04-01 14:17:42,573.1 lux
2022-04-01 14:17:43,575.4 lux
2022-04-01 14:17:44,576.0 lux
2022-04-01 14:17:45,576.0 lux
2022-04-01 14:17:46,576.0 lux
2022-04-01 14:17:47,573.7 lux
2022-04-01 14:17:48,573.7 lux
2022-04-01 14:17:49,574.8 lux
2022-04-01 14:17:50,574.8 lux
2022-04-01 14:17:51,576.0 lux
2022-04-01 14:17:52,576.0 lux
2022-04-01 14:17:53,576.0 lux
2022-04-01 14:17:54,576.0 lux
2022-04-01 14:17:55,576.0 lux
2022-04-01 14:17:56,578.9 lux
2022-04-01 14:17:57,578.9 lux
2022-04-01 14:17:58,578.9 lux
2022-04-01 14:17:59,578.9 lux
2022-04-01 14:18:00,578.9 lux
2022-04-01 14:18:01,578.9 lux
2022-04-01 14:18:02,580.6 lux
2022-04-01 14:18:03,581.8 lux
2022-04-01 14:18:04,581.8 lux
2022-04-01 14:18:05,582.9 lux
2022-04-01 14:18:06,584.6 lux
2022-04-01 14:18:07,584.6 lux
2022-04-01 14:18:08,587.2 lux
2022-04-01 14:18:09,587.5 lux
2022-04-01 14:18:10,587.5 lux
2022-04-01 14:18:11,589.5 lux
2022-04-01 14:18:12,590.4 lux
2022-04-01 14:18:13,591.3 lux
2022-04-01 14:18:14,593.3 lux
2022-04-01 14:18:15,593.3 lux
2022-04-01 14:18:16,595.9 lux
2022-04-01 14:18:17,597.0 lux
2022-04-01 14:18:18,600.5 lux
2022-04-01 14:18:19,599.9 lux
2022-04-01 14:18:20,601.6 lux
2022-04-01 14:18:21,601.9 lux
2022-04-01 14:18:22,603.4 lux
2022-04-01 14:18:23,604.8 lux
2022-04-01 14:18:24,607.4 lux
2022-04-01 14:18:25,607.7 lux
2022-04-01 14:18:26,609.1 lux
2022-04-01 14:18:27,610.6 lux
2022-04-01 14:18:28,613.2 lux
2022-04-01 14:18:29,613.4 lux
2022-04-01 14:18:30,614.9 lux
2022-04-01 14:18:31,618.3 lux
2022-04-01 14:18:32,621.5 lux
2022-04-01 14:18:33,619.8 lux
2022-04-01 14:18:34,623.2 lux
2022-04-01 14:18:35,625.0 lux
2022-04-01 14:18:36,625.0 lux
2022-04-01 14:18:37,625.0 lux
2022-04-01 14:18:38,625.0 lux
2022-04-01 14:18:39,625.0 lux
2022-04-01 14:18:40,627.3 lux
2022-04-01 14:18:41,627.8 lux
2022-04-01 14:18:42,627.8 lux
2022-04-01 14:18:43,627.8 lux
2022-04-01 14:18:44,630.1 lux
2022-04-01 14:18:45,631.3 lux
2022-04-01 14:18:46,632.4 lux
2022-04-01 14:18:47,630.7 lux
2022-04-01 14:18:48,630.7 lux
2022-04-01 14:18:49,630.7 lux
2022-04-01 14:18:50,630.7 lux
2022-04-01 14:18:51,630.7 lux
2022-04-01 14:18:52,630.7 lux
2022-04-01 14:18:53,630.7 lux
2022-04-01 14:18:54,633.0 lux
2022-04-01 14:18:55,636.5 lux
2022-04-01 14:18:56,636.5 lux
2022-04-01 14:18:57,637.1 lux
2022-04-01 14:18:58,638.2 lux
2022-04-01 14:18:59,637.9 lux
2022-04-01 14:19:00,639.4 lux
2022-04-01 14:19:01,639.4 lux
2022-04-01 14:19:02,638.5 lux
2022-04-01 14:19:03,637.9 lux
2022-04-01 14:19:04,637.3 lux
2022-04-01 14:19:05,636.8 lux
2022-04-01 14:19:06,638.5 lux
2022-04-01 14:19:07,636.5 lux
2022-04-01 14:19:08,638.5 lux
2022-04-01 14:19:09,639.4 lux
2022-04-01 14:19:10,639.4 lux
2022-04-01 14:19:11,640.8 lux
2022-04-01 14:19:12,640.2 lux
2022-04-01 14:19:13,642.0 lux
2022-04-01 14:19:14,642.2 lux
2022-04-01 14:19:15,643.7 lux
2022-04-01 14:19:16,645.1 lux
2022-04-01 14:19:17,642.8 lux
2022-04-01 14:19:18,644.3 lux
2022-04-01 14:19:19,640.8 lux
2022-04-01 14:19:20,641.4 lux
2022-04-01 14:19:21,644.8 lux
2022-04-01 14:19:22,637.3 lux
2022-04-01 14:19:23,635.0 lux
2022-04-01 14:19:24,650.9 lux
2022-04-01 14:19:25,650.9 lux
2022-04-01 14:19:26,653.2 lux
2022-04-01 14:19:27,650.9 lux
2022-04-01 14:19:28,650.9 lux
2022-04-01 14:19:29,650.9 lux
2022-04-01 14:19:30,650.9 lux
2022-04-01 14:19:31,652.0 lux
2022-04-01 14:19:32,653.8 lux
2022-04-01 14:19:33,651.5 lux
2022-04-01 14:19:34,651.5 lux
2022-04-01 14:19:35,653.8 lux
2022-04-01 14:19:36,653.8 lux
2022-04-01 14:19:37,653.8 lux
2022-04-01 14:19:38,653.8 lux
2022-04-01 14:19:39,653.8 lux
2022-04-01 14:19:40,653.8 lux
2022-04-01 14:19:41,653.8 lux
2022-04-01 14:19:42,657.2 lux
2022-04-01 14:19:43,658.4 lux
2022-04-01 14:19:44,658.4 lux
2022-04-01 14:19:45,659.5 lux
2022-04-01 14:19:46,659.5 lux
2022-04-01 14:19:47,660.7 lux
2022-04-01 14:19:48,662.4 lux
2022-04-01 14:19:49,662.4 lux
2022-04-01 14:19:50,665.3 lux
2022-04-01 14:19:51,665.3 lux
2022-04-01 14:19:52,666.7 lux
2022-04-01 14:19:53,668.2 lux
2022-04-01 14:19:54,668.2 lux
2022-04-01 14:19:55,668.2 lux
2022-04-01 14:19:56,668.2 lux
2022-04-01 14:19:57,668.2 lux
2022-04-01 14:19:58,668.4 lux
2022-04-01 14:19:59,671.9 lux
2022-04-01 14:20:00,675.4 lux
2022-04-01 14:20:01,676.8 lux
2022-04-01 14:20:02,679.7 lux
2022-04-01 14:20:03,683.4 lux
2022-04-01 14:20:04,685.4 lux
2022-04-01 14:20:05,687.5 lux
2022-04-01 14:20:06,686.3 lux
2022-04-01 14:20:07,691.2 lux
2022-04-01 14:20:08,691.2 lux
2022-04-01 14:20:09,691.2 lux
2022-04-01 14:20:10,694.1 lux
2022-04-01 14:20:11,697.0 lux
2022-04-01 14:20:12,697.0 lux
2022-04-01 14:20:13,697.0 lux
2022-04-01 14:20:14,697.0 lux
2022-04-01 14:20:15,697.8 lux
2022-04-01 14:20:16,699.8 lux
2022-04-01 14:20:17,699.8 lux
2022-04-01 14:20:18,699.8 lux
2022-04-01 14:20:19,699.8 lux
2022-04-01 14:20:20,699.8 lux
2022-04-01 14:20:21,701.6 lux
2022-04-01 14:20:22,702.7 lux
2022-04-01 14:20:23,702.7 lux
2022-04-01 14:20:24,702.7 lux
2022-04-01 14:20:25,704.4 lux
2022-04-01 14:20:26,705.6 lux
2022-04-01 14:20:27,705.6 lux
2022-04-01 14:20:28,705.6 lux
2022-04-01 14:20:29,705.6 lux
2022-04-01 14:20:30,707.9 lux
2022-04-01 14:20:31,708.5 lux
2022-04-01 14:20:32,708.5 lux
2022-04-01 14:20:33,708.5 lux
2022-04-01 14:20:34,708.5 lux
2022-04-01 14:20:35,709.1 lux
2022-04-01 14:20:36,712.5 lux
2022-04-01 14:20:37,714.2 lux
2022-04-01 14:20:38,714.2 lux
2022-04-01 14:20:39,717.7 lux
2022-04-01 14:20:40,721.2 lux
2022-04-01 14:20:41,724.6 lux
2022-04-01 14:20:42,730.4 lux
2022-04-01 14:20:43,725.5 lux
2022-04-01 14:20:44,723.7 lux
2022-04-01 14:20:45,730.1 lux
2022-04-01 14:20:46,734.4 lux
2022-04-01 14:20:47,731.8 lux
2022-04-01 14:20:48,730.7 lux
2022-04-01 14:20:49,728.6 lux
2022-04-01 14:20:50,728.6 lux
2022-04-01 14:20:51,731.5 lux
2022-04-01 14:20:52,733.5 lux
2022-04-01 14:20:53,737.3 lux
2022-04-01 14:20:54,747.1 lux
2022-04-01 14:20:55,748.2 lux
2022-04-01 14:20:56,743.0 lux
2022-04-01 14:20:57,743.0 lux
2022-04-01 14:20:58,743.0 lux
2022-04-01 14:20:59,742.5 lux
2022-04-01 14:21:00,739.0 lux
2022-04-01 14:21:01,745.9 lux
2022-04-01 14:21:02,744.8 lux
2022-04-01 14:21:03,735.6 lux
2022-04-01 14:21:04,736.4 lux
2022-04-01 14:21:05,735.8 lux
2022-04-01 14:21:06,741.3 lux
2022-04-01 14:21:07,743.6 lux
2022-04-01 14:21:08,750.5 lux
2022-04-01 14:21:09,754.6 lux
2022-04-01 14:21:10,758.0 lux
2022-04-01 14:21:11,755.7 lux
2022-04-01 14:21:12,754.6 lux
2022-04-01 14:21:13,754.6 lux
2022-04-01 14:21:14,754.6 lux
2022-04-01 14:21:15,759.2 lux
2022-04-01 14:21:16,761.5 lux
2022-04-01 14:21:17,763.8 lux
2022-04-01 14:21:18,763.8 lux
2022-04-01 14:21:19,766.1 lux
2022-04-01 14:21:20,767.2 lux
2022-04-01 14:21:21,769.5 lux
2022-04-01 14:21:22,766.1 lux
2022-04-01 14:21:23,766.1 lux
2022-04-01 14:21:24,767.2 lux
2022-04-01 14:21:25,771.8 lux
2022-04-01 14:21:26,771.8 lux
2022-04-01 14:21:27,771.8 lux
2022-04-01 14:21:28,771.8 lux
2022-04-01 14:21:29,774.1 lux
2022-04-01 14:21:30,781.1 lux
2022-04-01 14:21:31,788.0 lux
2022-04-01 14:21:32,785.7 lux
2022-04-01 14:21:33,797.2 lux
2022-04-01 14:21:34,800.6 lux
2022-04-01 14:21:35,809.9 lux
2022-04-01 14:21:36,805.8 lux
2022-04-01 14:21:37,793.2 lux
2022-04-01 14:21:38,789.1 lux
2022-04-01 14:21:39,789.1 lux
2022-04-01 14:21:40,794.3 lux
2022-04-01 14:21:41,796.6 lux
2022-04-01 14:21:42,800.6 lux
2022-04-01 14:21:43,804.7 lux
2022-04-01 14:21:44,806.4 lux
2022-04-01 14:21:45,806.4 lux
2022-04-01 14:21:46,806.4 lux
2022-04-01 14:21:47,810.4 lux
2022-04-01 14:21:48,807.0 lux
2022-04-01 14:21:49,804.7 lux
2022-04-01 14:21:50,800.6 lux
2022-04-01 14:21:51,800.6 lux
2022-04-01 14:21:52,800.1 lux
2022-04-01 14:21:53,796.6 lux
2022-04-01 14:21:54,803.5 lux
2022-04-01 14:21:55,810.4 lux
2022-04-01 14:21:56,812.2 lux
2022-04-01 14:21:57,812.2 lux
2022-04-01 14:21:58,812.2 lux
2022-04-01 14:21:59,820.2 lux
2022-04-01 14:22:00,828.9 lux
2022-04-01 14:22:01,827.7 lux
2022-04-01 14:22:02,821.4 lux
2022-04-01 14:22:03,821.4 lux
2022-04-01 14:22:04,819.1 lux
2022-04-01 14:22:05,823.7 lux
2022-04-01 14:22:06,823.7 lux
2022-04-01 14:22:07,823.7 lux
2022-04-01 14:22:08,832.9 lux
2022-04-01 14:22:09,839.8 lux
2022-04-01 14:22:10,835.2 lux
2022-04-01 14:22:11,845.6 lux
2022-04-01 14:22:12,852.5 lux
2022-04-01 14:22:13,855.9 lux
2022-04-01 14:22:14,874.4 lux
2022-04-01 14:22:15,881.3 lux
2022-04-01 14:22:16,890.5 lux
2022-04-01 14:22:17,904.3 lux
2022-04-01 14:22:18,908.9 lux
2022-04-01 14:22:19,919.3 lux
2022-04-01 14:22:20,926.2 lux
2022-04-01 14:22:21,925.1 lux
2022-04-01 14:22:22,943.5 lux
2022-04-01 14:22:23,957.3 lux
2022-04-01 14:22:24,961.9 lux
2022-04-01 14:22:25,967.7 lux
2022-04-01 14:22:26,974.6 lux
2022-04-01 14:22:27,988.4 lux
2022-04-01 14:22:28,990.7 lux
2022-04-01 14:22:29,996.5 lux
2022-04-01 14:22:30,1004.0 lux
2022-04-01 14:22:31,1013.8 lux
2022-04-01 14:22:32,1023.6 lux
2022-04-01 14:22:33,1041.4 lux
2022-04-01 14:22:34,1050.0 lux
2022-04-01 14:22:35,1054.1 lux
2022-04-01 14:22:36,1058.1 lux
2022-04-01 14:22:37,1075.4 lux
2022-04-01 14:22:38,1077.1 lux
2022-04-01 14:22:39,1082.9 lux
2022-04-01 14:22:40,1092.7 lux
2022-04-01 14:22:41,1095.0 lux
2022-04-01 14:22:42,1105.3 lux
2022-04-01 14:22:43,1120.3 lux
2022-04-01 14:22:44,1123.2 lux
2022-04-01 14:22:45,1123.8 lux
2022-04-01 14:22:46,1130.7 lux
2022-04-01 14:22:47,1134.7 lux
2022-04-01 14:22:48,1142.8 lux
2022-04-01 14:22:49,1151.4 lux
2022-04-01 14:22:50,1153.7 lux
2022-04-01 14:22:51,1157.8 lux
2022-04-01 14:22:52,1161.8 lux
2022-04-01 14:22:53,1163.5 lux
2022-04-01 14:22:54,1164.7 lux
2022-04-01 14:22:55,1169.3 lux
2022-04-01 14:22:56,1172.7 lux
2022-04-01 14:22:57,1175.0 lux
2022-04-01 14:22:58,1182.0 lux
2022-04-01 14:22:59,1186.6 lux
2022-04-01 14:23:00,1190.0 lux
2022-04-01 14:23:01,1196.9 lux
2022-04-01 14:23:02,1203.8 lux
2022-04-01 14:23:03,1206.1 lux
2022-04-01 14:23:04,1216.5 lux
2022-04-01 14:23:05,1216.5 lux
2022-04-01 14:23:06,1226.9 lux
2022-04-01 14:23:07,1229.2 lux
2022-04-01 14:23:08,1232.6 lux
2022-04-01 14:23:09,1237.2 lux
2022-04-01 14:23:10,1239.6 lux
2022-04-01 14:23:11,1248.8 lux
2022-04-01 14:23:12,1255.7 lux
2022-04-01 14:23:13,1260.3 lux
2022-04-01 14:23:14,1273.0 lux
2022-04-01 14:23:15,1273.0 lux
