sep=,
2022-04-02 12:51:09,1078.3 lux
2022-04-02 12:51:10,1071.4 lux
2022-04-02 12:51:11,1064.4 lux
2022-04-02 12:51:12,1054.1 lux
2022-04-02 12:51:13,1035.6 lux
2022-04-02 12:51:14,1033.3 lux
2022-04-02 12:51:15,1017.2 lux
2022-04-02 12:51:16,1006.8 lux
2022-04-02 12:51:17,1002.2 lux
2022-04-02 12:51:18,999.9 lux
2022-04-02 12:51:19,992.4 lux
2022-04-02 12:51:20,996.5 lux
2022-04-02 12:51:21,988.4 lux
2022-04-02 12:51:22,975.2 lux
2022-04-02 12:51:23,977.5 lux
2022-04-02 12:51:24,970.6 lux
2022-04-02 12:51:25,963.6 lux
2022-04-02 12:51:26,956.2 lux
2022-04-02 12:51:27,948.7 lux
2022-04-02 12:51:28,944.6 lux
2022-04-02 12:51:29,944.6 lux
2022-04-02 12:51:30,939.5 lux
2022-04-02 12:51:31,937.2 lux
2022-04-02 12:51:32,930.2 lux
2022-04-02 12:51:33,927.4 lux
2022-04-02 12:51:34,922.2 lux
2022-04-02 12:51:35,923.3 lux
2022-04-02 12:51:36,924.5 lux
2022-04-02 12:51:37,913.5 lux
2022-04-02 12:51:38,910.1 lux
2022-04-02 12:51:39,906.6 lux
2022-04-02 12:51:40,895.7 lux
2022-04-02 12:51:41,892.8 lux
2022-04-02 12:51:42,888.2 lux
2022-04-02 12:51:43,880.1 lux
2022-04-02 12:51:44,875.5 lux
2022-04-02 12:51:45,872.1 lux
2022-04-02 12:51:46,860.5 lux
2022-04-02 12:51:47,857.1 lux
2022-04-02 12:51:48,852.5 lux
2022-04-02 12:51:49,849.0 lux
2022-04-02 12:51:50,846.7 lux
2022-04-02 12:51:51,841.0 lux
2022-04-02 12:51:52,838.7 lux
2022-04-02 12:51:53,831.7 lux
2022-04-02 12:51:54,829.4 lux
2022-04-02 12:51:55,823.7 lux
2022-04-02 12:51:56,821.4 lux
2022-04-02 12:51:57,814.5 lux
2022-04-02 12:51:58,812.2 lux
2022-04-02 12:51:59,811.0 lux
2022-04-02 12:52:00,806.4 lux
2022-04-02 12:52:01,806.4 lux
2022-04-02 12:52:02,806.4 lux
2022-04-02 12:52:03,807.6 lux
2022-04-02 12:52:04,812.2 lux
2022-04-02 12:52:05,812.2 lux
2022-04-02 12:52:06,816.2 lux
2022-04-02 12:52:07,823.7 lux
2022-04-02 12:52:08,829.4 lux
2022-04-02 12:52:09,829.4 lux
2022-04-02 12:52:10,829.4 lux
2022-04-02 12:52:11,829.4 lux
2022-04-02 12:52:12,829.4 lux
2022-04-02 12:52:13,829.4 lux
2022-04-02 12:52:14,833.5 lux
2022-04-02 12:52:15,835.2 lux
2022-04-02 12:52:16,833.5 lux
2022-04-02 12:52:17,832.3 lux
2022-04-02 12:52:18,831.2 lux
2022-04-02 12:52:19,835.2 lux
2022-04-02 12:52:20,841.0 lux
2022-04-02 12:52:21,841.0 lux
2022-04-02 12:52:22,841.0 lux
2022-04-02 12:52:23,841.0 lux
2022-04-02 12:52:24,841.0 lux
2022-04-02 12:52:25,843.8 lux
2022-04-02 12:52:26,858.8 lux
2022-04-02 12:52:27,879.6 lux
2022-04-02 12:52:28,881.3 lux
2022-04-02 12:52:29,876.7 lux
2022-04-02 12:52:30,862.8 lux
2022-04-02 12:52:31,858.2 lux
2022-04-02 12:52:32,851.3 lux
2022-04-02 12:52:33,849.0 lux
2022-04-02 12:52:34,852.5 lux
2022-04-02 12:52:35,852.5 lux
2022-04-02 12:52:36,865.2 lux
2022-04-02 12:52:37,869.8 lux
2022-04-02 12:52:38,862.8 lux
2022-04-02 12:52:39,853.6 lux
2022-04-02 12:52:40,858.2 lux
2022-04-02 12:52:41,855.9 lux
2022-04-02 12:52:42,859.4 lux
2022-04-02 12:52:43,859.4 lux
2022-04-02 12:52:44,850.2 lux
2022-04-02 12:52:45,841.0 lux
2022-04-02 12:52:46,841.0 lux
2022-04-02 12:52:47,845.6 lux
2022-04-02 12:52:48,846.7 lux
2022-04-02 12:52:49,849.0 lux
2022-04-02 12:52:50,852.5 lux
2022-04-02 12:52:51,848.4 lux
2022-04-02 12:52:52,841.0 lux
2022-04-02 12:52:53,833.5 lux
2022-04-02 12:52:54,829.4 lux
2022-04-02 12:52:55,825.4 lux
2022-04-02 12:52:56,828.9 lux
2022-04-02 12:52:57,829.4 lux
2022-04-02 12:52:58,829.4 lux
2022-04-02 12:52:59,825.4 lux
2022-04-02 12:53:00,823.7 lux
2022-04-02 12:53:01,823.7 lux
2022-04-02 12:53:02,823.7 lux
2022-04-02 12:53:03,823.7 lux
2022-04-02 12:53:04,824.3 lux
2022-04-02 12:53:05,829.4 lux
2022-04-02 12:53:06,829.4 lux
2022-04-02 12:53:07,833.5 lux
2022-04-02 12:53:08,835.8 lux
2022-04-02 12:53:09,841.0 lux
2022-04-02 12:53:10,843.8 lux
2022-04-02 12:53:11,850.8 lux
2022-04-02 12:53:12,853.6 lux
2022-04-02 12:53:13,864.0 lux
2022-04-02 12:53:14,861.7 lux
2022-04-02 12:53:15,858.2 lux
2022-04-02 12:53:16,862.8 lux
2022-04-02 12:53:17,864.0 lux
2022-04-02 12:53:18,864.0 lux
2022-04-02 12:53:19,867.5 lux
2022-04-02 12:53:20,874.4 lux
2022-04-02 12:53:21,876.7 lux
2022-04-02 12:53:22,883.6 lux
2022-04-02 12:53:23,890.5 lux
2022-04-02 12:53:24,897.4 lux
2022-04-02 12:53:25,900.9 lux
2022-04-02 12:53:26,910.1 lux
2022-04-02 12:53:27,910.1 lux
2022-04-02 12:53:28,914.7 lux
2022-04-02 12:53:29,921.6 lux
2022-04-02 12:53:30,926.2 lux
2022-04-02 12:53:31,933.1 lux
2022-04-02 12:53:32,937.7 lux
2022-04-02 12:53:33,946.9 lux
2022-04-02 12:53:34,960.8 lux
2022-04-02 12:53:35,971.1 lux
2022-04-02 12:53:36,978.0 lux
2022-04-02 12:53:37,989.6 lux
2022-04-02 12:53:38,992.4 lux
2022-04-02 12:53:39,1002.2 lux
2022-04-02 12:53:40,1016.1 lux
2022-04-02 12:53:41,1023.6 lux
2022-04-02 12:53:42,1015.5 lux
2022-04-02 12:53:43,1019.5 lux
2022-04-02 12:53:44,1019.5 lux
2022-04-02 12:53:45,1025.3 lux
2022-04-02 12:53:46,1027.6 lux
2022-04-02 12:53:47,1019.5 lux
2022-04-02 12:53:48,1023.6 lux
2022-04-02 12:53:49,1032.2 lux
2022-04-02 12:53:50,1048.3 lux
2022-04-02 12:53:51,1054.1 lux
2022-04-02 12:53:52,1047.7 lux
2022-04-02 12:53:53,1042.6 lux
2022-04-02 12:53:54,1039.1 lux
2022-04-02 12:53:55,1025.3 lux
2022-04-02 12:53:56,1019.5 lux
2022-04-02 12:53:57,1018.9 lux
2022-04-02 12:53:58,1012.0 lux
2022-04-02 12:53:59,1008.0 lux
2022-04-02 12:54:00,1014.9 lux
2022-04-02 12:54:01,1014.9 lux
2022-04-02 12:54:02,1001.1 lux
2022-04-02 12:54:03,996.5 lux
2022-04-02 12:54:04,993.0 lux
2022-04-02 12:54:05,990.7 lux
2022-04-02 12:54:06,987.3 lux
2022-04-02 12:54:07,991.9 lux
2022-04-02 12:54:08,981.5 lux
2022-04-02 12:54:09,974.6 lux
2022-04-02 12:54:10,970.0 lux
2022-04-02 12:54:11,953.9 lux
2022-04-02 12:54:12,946.9 lux
2022-04-02 12:54:13,944.6 lux
2022-04-02 12:54:14,929.7 lux
2022-04-02 12:54:15,915.8 lux
2022-04-02 12:54:16,915.8 lux
2022-04-02 12:54:17,911.2 lux
2022-04-02 12:54:18,910.1 lux
2022-04-02 12:54:19,917.0 lux
2022-04-02 12:54:20,927.4 lux
2022-04-02 12:54:21,927.4 lux
2022-04-02 12:54:22,921.6 lux
2022-04-02 12:54:23,919.9 lux
2022-04-02 12:54:24,913.0 lux
2022-04-02 12:54:25,910.1 lux
2022-04-02 12:54:26,910.1 lux
2022-04-02 12:54:27,910.1 lux
2022-04-02 12:54:28,910.1 lux
2022-04-02 12:54:29,910.1 lux
2022-04-02 12:54:30,910.7 lux
2022-04-02 12:54:31,915.8 lux
2022-04-02 12:54:32,918.7 lux
2022-04-02 12:54:33,921.6 lux
2022-04-02 12:54:34,921.6 lux
2022-04-02 12:54:35,921.6 lux
2022-04-02 12:54:36,924.5 lux
2022-04-02 12:54:37,927.4 lux
2022-04-02 12:54:38,922.2 lux
2022-04-02 12:54:39,921.6 lux
2022-04-02 12:54:40,921.6 lux
2022-04-02 12:54:41,925.6 lux
2022-04-02 12:54:42,922.8 lux
2022-04-02 12:54:43,925.6 lux
2022-04-02 12:54:44,921.6 lux
2022-04-02 12:54:45,921.6 lux
2022-04-02 12:54:46,921.6 lux
2022-04-02 12:54:47,920.4 lux
2022-04-02 12:54:48,915.8 lux
2022-04-02 12:54:49,915.8 lux
2022-04-02 12:54:50,911.2 lux
2022-04-02 12:54:51,910.1 lux
2022-04-02 12:54:52,914.7 lux
2022-04-02 12:54:53,918.1 lux
2022-04-02 12:54:54,915.8 lux
2022-04-02 12:54:55,915.8 lux
2022-04-02 12:54:56,915.8 lux
2022-04-02 12:54:57,912.4 lux
2022-04-02 12:54:58,910.1 lux
2022-04-02 12:54:59,910.1 lux
2022-04-02 12:55:00,910.1 lux
2022-04-02 12:55:01,906.6 lux
2022-04-02 12:55:02,908.9 lux
2022-04-02 12:55:03,910.1 lux
2022-04-02 12:55:04,907.8 lux
2022-04-02 12:55:05,907.8 lux
2022-04-02 12:55:06,910.1 lux
2022-04-02 12:55:07,920.4 lux
2022-04-02 12:55:08,917.6 lux
2022-04-02 12:55:09,921.6 lux
2022-04-02 12:55:10,921.6 lux
2022-04-02 12:55:11,922.2 lux
2022-04-02 12:55:12,927.4 lux
2022-04-02 12:55:13,927.4 lux
2022-04-02 12:55:14,931.4 lux
2022-04-02 12:55:15,938.3 lux
2022-04-02 12:55:16,940.6 lux
2022-04-02 12:55:17,947.5 lux
2022-04-02 12:55:18,954.4 lux
2022-04-02 12:55:19,961.9 lux
2022-04-02 12:55:20,971.1 lux
2022-04-02 12:55:21,985.0 lux
2022-04-02 12:55:22,1006.8 lux
2022-04-02 12:55:23,1054.7 lux
2022-04-02 12:55:24,1127.8 lux
2022-04-02 12:55:25,1258.6 lux
2022-04-02 12:55:26,1361.1 lux
2022-04-02 12:55:27,1341.5 lux
2022-04-02 12:55:28,1286.2 lux
2022-04-02 12:55:29,1218.2 lux
2022-04-02 12:55:30,1158.3 lux
2022-04-02 12:55:31,1123.2 lux
2022-04-02 12:55:32,1133.6 lux
2022-04-02 12:55:33,1156.6 lux
2022-04-02 12:55:34,1173.9 lux
2022-04-02 12:55:35,1203.8 lux
2022-04-02 12:55:36,1202.7 lux
2022-04-02 12:55:37,1163.5 lux
2022-04-02 12:55:38,1122.0 lux
2022-04-02 12:55:39,1101.3 lux
2022-04-02 12:55:40,1105.9 lux
2022-04-02 12:55:41,1105.9 lux
2022-04-02 12:55:42,1105.9 lux
2022-04-02 12:55:43,1115.1 lux
2022-04-02 12:55:44,1172.7 lux
2022-04-02 12:55:45,1211.9 lux
2022-04-02 12:55:46,1218.8 lux
2022-04-02 12:55:47,1248.8 lux
2022-04-02 12:55:48,1283.3 lux
2022-04-02 12:55:49,1274.1 lux
2022-04-02 12:55:50,1277.6 lux
2022-04-02 12:55:51,1293.7 lux
2022-04-02 12:55:52,1244.2 lux
2022-04-02 12:55:53,1186.6 lux
2022-04-02 12:55:54,1160.6 lux
2022-04-02 12:55:55,1148.0 lux
2022-04-02 12:55:56,1147.4 lux
2022-04-02 12:55:57,1164.7 lux
2022-04-02 12:55:58,1192.3 lux
2022-04-02 12:55:59,1224.0 lux
2022-04-02 12:56:00,1277.0 lux
2022-04-02 12:56:01,1305.8 lux
2022-04-02 12:56:02,1290.2 lux
2022-04-02 12:56:03,1274.7 lux
2022-04-02 12:56:04,1251.6 lux
2022-04-02 12:56:05,1245.9 lux
2022-04-02 12:56:06,1255.7 lux
2022-04-02 12:56:07,1261.4 lux
2022-04-02 12:56:08,1281.6 lux
2022-04-02 12:56:09,1352.4 lux
2022-04-02 12:56:10,1457.3 lux
2022-04-02 12:56:11,1546.0 lux
2022-04-02 12:56:12,1624.3 lux
2022-04-02 12:56:13,1702.7 lux
2022-04-02 12:56:14,1797.1 lux
2022-04-02 12:56:15,1891.6 lux
2022-04-02 12:56:16,1891.6 lux
2022-04-02 12:56:17,1714.2 lux
2022-04-02 12:56:18,1442.3 lux
2022-04-02 12:56:19,1262.6 lux
2022-04-02 12:56:20,1193.5 lux
2022-04-02 12:56:21,1155.5 lux
2022-04-02 12:56:22,1141.6 lux
2022-04-02 12:56:23,1127.8 lux
2022-04-02 12:56:24,1123.2 lux
2022-04-02 12:56:25,1117.4 lux
2022-04-02 12:56:26,1115.1 lux
2022-04-02 12:56:27,1111.7 lux
2022-04-02 12:56:28,1107.1 lux
2022-04-02 12:56:29,1107.1 lux
2022-04-02 12:56:30,1107.1 lux
2022-04-02 12:56:31,1096.7 lux
2022-04-02 12:56:32,1099.0 lux
2022-04-02 12:56:33,1087.5 lux
2022-04-02 12:56:34,1080.6 lux
2022-04-02 12:56:35,1073.7 lux
2022-04-02 12:56:36,1066.8 lux
2022-04-02 12:56:37,1058.7 lux
2022-04-02 12:56:38,1051.8 lux
2022-04-02 12:56:39,1044.9 lux
2022-04-02 12:56:40,1042.6 lux
2022-04-02 12:56:41,1037.4 lux
2022-04-02 12:56:42,1036.8 lux
2022-04-02 12:56:43,1036.8 lux
2022-04-02 12:56:44,1036.8 lux
2022-04-02 12:56:45,1036.8 lux
2022-04-02 12:56:46,1036.8 lux
2022-04-02 12:56:47,1036.8 lux
2022-04-02 12:56:48,1036.8 lux
2022-04-02 12:56:49,1036.8 lux
2022-04-02 12:56:50,1036.8 lux
2022-04-02 12:56:51,1036.8 lux
2022-04-02 12:56:52,1036.8 lux
2022-04-02 12:56:53,1036.2 lux
2022-04-02 12:56:54,1031.0 lux
2022-04-02 12:56:55,1028.2 lux
2022-04-02 12:56:56,1025.3 lux
2022-04-02 12:56:57,1024.7 lux
2022-04-02 12:56:58,1019.5 lux
2022-04-02 12:56:59,1016.6 lux
2022-04-02 12:57:00,1013.8 lux
2022-04-02 12:57:01,1013.2 lux
2022-04-02 12:57:02,1008.0 lux
2022-04-02 12:57:03,1005.7 lux
2022-04-02 12:57:04,1002.2 lux
2022-04-02 12:57:05,1002.2 lux
2022-04-02 12:57:06,989.6 lux
2022-04-02 12:57:07,985.0 lux
2022-04-02 12:57:08,981.5 lux
2022-04-02 12:57:09,974.6 lux
2022-04-02 12:57:10,965.4 lux
2022-04-02 12:57:11,956.2 lux
2022-04-02 12:57:12,952.7 lux
2022-04-02 12:57:13,945.8 lux
2022-04-02 12:57:14,937.7 lux
2022-04-02 12:57:15,930.8 lux
2022-04-02 12:57:16,920.4 lux
2022-04-02 12:57:17,911.2 lux
2022-04-02 12:57:18,903.2 lux
2022-04-02 12:57:19,896.3 lux
2022-04-02 12:57:20,889.3 lux
2022-04-02 12:57:21,882.4 lux
2022-04-02 12:57:22,880.1 lux
2022-04-02 12:57:23,875.5 lux
2022-04-02 12:57:24,872.1 lux
2022-04-02 12:57:25,869.8 lux
2022-04-02 12:57:26,864.6 lux
2022-04-02 12:57:27,864.0 lux
2022-04-02 12:57:28,864.0 lux
2022-04-02 12:57:29,860.0 lux
2022-04-02 12:57:30,858.2 lux
2022-04-02 12:57:31,858.2 lux
2022-04-02 12:57:32,858.2 lux
2022-04-02 12:57:33,858.2 lux
2022-04-02 12:57:34,853.1 lux
2022-04-02 12:57:35,850.8 lux
2022-04-02 12:57:36,846.7 lux
2022-04-02 12:57:37,842.7 lux
2022-04-02 12:57:38,835.8 lux
2022-04-02 12:57:39,835.2 lux
2022-04-02 12:57:40,838.1 lux
2022-04-02 12:57:41,836.9 lux
2022-04-02 12:57:42,835.2 lux
2022-04-02 12:57:43,833.5 lux
2022-04-02 12:57:44,829.4 lux
2022-04-02 12:57:45,833.5 lux
2022-04-02 12:57:46,830.0 lux
2022-04-02 12:57:47,829.4 lux
2022-04-02 12:57:48,829.4 lux
2022-04-02 12:57:49,826.0 lux
2022-04-02 12:57:50,828.3 lux
2022-04-02 12:57:51,829.4 lux
2022-04-02 12:57:52,829.4 lux
2022-04-02 12:57:53,829.4 lux
2022-04-02 12:57:54,829.4 lux
2022-04-02 12:57:55,824.8 lux
2022-04-02 12:57:56,829.4 lux
2022-04-02 12:57:57,829.4 lux
2022-04-02 12:57:58,829.4 lux
2022-04-02 12:57:59,835.2 lux
2022-04-02 12:58:00,837.5 lux
2022-04-02 12:58:01,837.5 lux
2022-04-02 12:58:02,839.8 lux
2022-04-02 12:58:03,836.4 lux
2022-04-02 12:58:04,841.0 lux
2022-04-02 12:58:05,841.0 lux
2022-04-02 12:58:06,845.6 lux
2022-04-02 12:58:07,845.6 lux
2022-04-02 12:58:08,843.3 lux
2022-04-02 12:58:09,843.3 lux
2022-04-02 12:58:10,845.6 lux
2022-04-02 12:58:11,846.1 lux
2022-04-02 12:58:12,841.0 lux
2022-04-02 12:58:13,841.0 lux
2022-04-02 12:58:14,841.0 lux
2022-04-02 12:58:15,841.0 lux
2022-04-02 12:58:16,841.0 lux
2022-04-02 12:58:17,841.0 lux
2022-04-02 12:58:18,836.9 lux
2022-04-02 12:58:19,835.2 lux
2022-04-02 12:58:20,835.2 lux
2022-04-02 12:58:21,832.3 lux
2022-04-02 12:58:22,829.4 lux
2022-04-02 12:58:23,829.4 lux
2022-04-02 12:58:24,829.4 lux
2022-04-02 12:58:25,829.4 lux
2022-04-02 12:58:26,829.4 lux
2022-04-02 12:58:27,824.3 lux
2022-04-02 12:58:28,823.7 lux
2022-04-02 12:58:29,823.7 lux
2022-04-02 12:58:30,823.7 lux
2022-04-02 12:58:31,828.3 lux
2022-04-02 12:58:32,822.0 lux
2022-04-02 12:58:33,817.9 lux
2022-04-02 12:58:34,814.5 lux
2022-04-02 12:58:35,812.2 lux
2022-04-02 12:58:36,811.0 lux
2022-04-02 12:58:37,804.1 lux
2022-04-02 12:58:38,800.6 lux
2022-04-02 12:58:39,796.0 lux
2022-04-02 12:58:40,788.0 lux
2022-04-02 12:58:41,783.4 lux
2022-04-02 12:58:42,786.8 lux
2022-04-02 12:58:43,779.9 lux
2022-04-02 12:58:44,771.8 lux
2022-04-02 12:58:45,774.1 lux
2022-04-02 12:58:46,774.1 lux
2022-04-02 12:58:47,771.8 lux
2022-04-02 12:58:48,773.0 lux
2022-04-02 12:58:49,775.3 lux
2022-04-02 12:58:50,768.4 lux
2022-04-02 12:58:51,752.3 lux
2022-04-02 12:58:52,747.6 lux
2022-04-02 12:58:53,740.7 lux
2022-04-02 12:58:54,732.1 lux
2022-04-02 12:58:55,726.3 lux
2022-04-02 12:58:56,720.0 lux
2022-04-02 12:58:57,720.0 lux
2022-04-02 12:58:58,721.4 lux
2022-04-02 12:58:59,720.9 lux
2022-04-02 12:59:00,714.5 lux
2022-04-02 12:59:01,714.0 lux
2022-04-02 12:59:02,714.2 lux
2022-04-02 12:59:03,704.4 lux
2022-04-02 12:59:04,701.9 lux
2022-04-02 12:59:05,690.6 lux
2022-04-02 12:59:06,682.6 lux
2022-04-02 12:59:07,678.5 lux
2022-04-02 12:59:08,669.0 lux
2022-04-02 12:59:09,668.2 lux
2022-04-02 12:59:10,663.8 lux
2022-04-02 12:59:11,657.5 lux
2022-04-02 12:59:12,656.6 lux
2022-04-02 12:59:13,654.9 lux
2022-04-02 12:59:14,652.3 lux
2022-04-02 12:59:15,651.7 lux
2022-04-02 12:59:16,648.0 lux
2022-04-02 12:59:17,644.3 lux
2022-04-02 12:59:18,640.8 lux
2022-04-02 12:59:19,635.3 lux
2022-04-02 12:59:20,633.6 lux
2022-04-02 12:59:21,625.5 lux
2022-04-02 12:59:22,627.8 lux
2022-04-02 12:59:23,631.3 lux
2022-04-02 12:59:24,633.6 lux
2022-04-02 12:59:25,631.9 lux
2022-04-02 12:59:26,652.6 lux
2022-04-02 12:59:27,654.3 lux
2022-04-02 12:59:28,650.9 lux
2022-04-02 12:59:29,657.2 lux
2022-04-02 12:59:30,645.7 lux
2022-04-02 12:59:31,645.7 lux
2022-04-02 12:59:32,654.9 lux
2022-04-02 12:59:33,656.6 lux
2022-04-02 12:59:34,656.6 lux
2022-04-02 12:59:35,658.4 lux
2022-04-02 12:59:36,659.5 lux
2022-04-02 12:59:37,656.1 lux
2022-04-02 12:59:38,657.2 lux
2022-04-02 12:59:39,662.4 lux
2022-04-02 12:59:40,664.7 lux
2022-04-02 12:59:41,679.1 lux
2022-04-02 12:59:42,674.2 lux
2022-04-02 12:59:43,671.0 lux
2022-04-02 12:59:44,671.9 lux
2022-04-02 12:59:45,669.0 lux
2022-04-02 12:59:46,673.9 lux
2022-04-02 12:59:47,673.9 lux
2022-04-02 12:59:48,680.0 lux
2022-04-02 12:59:49,684.9 lux
2022-04-02 12:59:50,683.4 lux
2022-04-02 12:59:51,686.9 lux
2022-04-02 12:59:52,680.3 lux
2022-04-02 12:59:53,673.9 lux
2022-04-02 12:59:54,670.2 lux
2022-04-02 12:59:55,668.2 lux
2022-04-02 12:59:56,664.1 lux
2022-04-02 12:59:57,659.5 lux
2022-04-02 12:59:58,654.0 lux
2022-04-02 12:59:59,646.6 lux
2022-04-02 13:00:00,643.1 lux
2022-04-02 13:00:01,646.8 lux
2022-04-02 13:00:02,644.0 lux
2022-04-02 13:00:03,643.7 lux
2022-04-02 13:00:04,637.3 lux
2022-04-02 13:00:05,636.5 lux
2022-04-02 13:00:06,635.3 lux
2022-04-02 13:00:07,628.4 lux
2022-04-02 13:00:08,626.7 lux
2022-04-02 13:00:09,627.8 lux
2022-04-02 13:00:10,629.6 lux
2022-04-02 13:00:11,625.0 lux
2022-04-02 13:00:12,625.0 lux
2022-04-02 13:00:13,622.7 lux
2022-04-02 13:00:14,630.1 lux
2022-04-02 13:00:15,635.9 lux
2022-04-02 13:00:16,634.2 lux
2022-04-02 13:00:17,643.4 lux
2022-04-02 13:00:18,639.4 lux
2022-04-02 13:00:19,642.8 lux
2022-04-02 13:00:20,648.0 lux
2022-04-02 13:00:21,645.7 lux
2022-04-02 13:00:22,648.6 lux
2022-04-02 13:00:23,650.9 lux
2022-04-02 13:00:24,652.6 lux
2022-04-02 13:00:25,656.1 lux
2022-04-02 13:00:26,656.6 lux
2022-04-02 13:00:27,655.5 lux
2022-04-02 13:00:28,652.3 lux
2022-04-02 13:00:29,650.9 lux
