sep=,
2022-04-02 12:51:20,0.0345 Vrms
2022-04-02 12:51:21,0.0341 Vrms
2022-04-02 12:51:22,0.0326 Vrms
2022-04-02 12:51:23,0.0316 Vrms
2022-04-02 12:51:24,0.0324 Vrms
2022-04-02 12:51:25,0.0303 Vrms
2022-04-02 12:51:26,0.0303 Vrms
2022-04-02 12:51:27,0.0311 Vrms
2022-04-02 12:51:28,0.0289 Vrms
2022-04-02 12:51:29,0.0284 Vrms
2022-04-02 12:51:30,0.0288 Vrms
2022-04-02 12:51:31,0.0359 Vrms
2022-04-02 12:51:32,0.0339 Vrms
2022-04-02 12:51:33,0.0408 Vrms
2022-04-02 12:51:34,0.0340 Vrms
2022-04-02 12:51:35,0.0306 Vrms
2022-04-02 12:51:36,0.0321 Vrms
2022-04-02 12:51:37,0.0332 Vrms
2022-04-02 12:51:38,0.0293 Vrms
2022-04-02 12:51:39,0.0281 Vrms
2022-04-02 12:51:40,0.0283 Vrms
2022-04-02 12:51:41,0.0327 Vrms
2022-04-02 12:51:42,0.0349 Vrms
2022-04-02 12:51:43,0.0327 Vrms
2022-04-02 12:51:44,0.0349 Vrms
2022-04-02 12:51:45,0.0326 Vrms
2022-04-02 12:51:46,0.0367 Vrms
2022-04-02 12:51:47,0.0293 Vrms
2022-04-02 12:51:48,0.0275 Vrms
2022-04-02 12:51:49,0.0296 Vrms
2022-04-02 12:51:50,0.0301 Vrms
2022-04-02 12:51:51,0.0273 Vrms
2022-04-02 12:51:52,0.0290 Vrms
2022-04-02 12:51:53,0.0369 Vrms
2022-04-02 12:51:54,0.0303 Vrms
2022-04-02 12:51:55,0.0304 Vrms
2022-04-02 12:51:56,0.0299 Vrms
2022-04-02 12:51:57,0.0300 Vrms
2022-04-02 12:51:58,0.0314 Vrms
2022-04-02 12:51:59,0.0318 Vrms
2022-04-02 12:52:00,0.0252 Vrms
2022-04-02 12:52:01,0.0287 Vrms
2022-04-02 12:52:02,0.0273 Vrms
2022-04-02 12:52:03,0.0308 Vrms
2022-04-02 12:52:04,0.0279 Vrms
2022-04-02 12:52:05,0.0293 Vrms
2022-04-02 12:52:06,0.0315 Vrms
2022-04-02 12:52:07,0.0342 Vrms
2022-04-02 12:52:08,0.0335 Vrms
2022-04-02 12:52:09,0.0299 Vrms
2022-04-02 12:52:10,0.0301 Vrms
2022-04-02 12:52:11,0.0314 Vrms
2022-04-02 12:52:12,0.0295 Vrms
2022-04-02 12:52:13,0.0262 Vrms
2022-04-02 12:52:14,0.0306 Vrms
2022-04-02 12:52:15,0.0287 Vrms
2022-04-02 12:52:16,0.0282 Vrms
2022-04-02 12:52:17,0.0300 Vrms
2022-04-02 12:52:18,0.0299 Vrms
2022-04-02 12:52:19,0.0292 Vrms
2022-04-02 12:52:20,0.0316 Vrms
2022-04-02 12:52:21,0.0305 Vrms
2022-04-02 12:52:22,0.0282 Vrms
2022-04-02 12:52:23,0.0285 Vrms
2022-04-02 12:52:24,0.0332 Vrms
2022-04-02 12:52:25,0.0327 Vrms
2022-04-02 12:52:26,0.0287 Vrms
2022-04-02 12:52:27,0.0302 Vrms
2022-04-02 12:52:28,0.0311 Vrms
2022-04-02 12:52:29,0.0313 Vrms
2022-04-02 12:52:30,0.0282 Vrms
2022-04-02 12:52:31,0.0329 Vrms
2022-04-02 12:52:32,0.0335 Vrms
2022-04-02 12:52:33,0.0304 Vrms
2022-04-02 12:52:34,0.0323 Vrms
2022-04-02 12:52:35,0.0310 Vrms
2022-04-02 12:52:36,0.0332 Vrms
2022-04-02 12:52:37,0.0362 Vrms
2022-04-02 12:52:38,0.0326 Vrms
2022-04-02 12:52:39,0.0298 Vrms
2022-04-02 12:52:40,0.0348 Vrms
2022-04-02 12:52:41,0.0331 Vrms
2022-04-02 12:52:42,0.0302 Vrms
2022-04-02 12:52:43,0.0336 Vrms
2022-04-02 12:52:44,0.0353 Vrms
2022-04-02 12:52:45,0.0294 Vrms
2022-04-02 12:52:46,0.0322 Vrms
2022-04-02 12:52:47,0.0354 Vrms
2022-04-02 12:52:48,0.0332 Vrms
2022-04-02 12:52:49,0.0325 Vrms
2022-04-02 12:52:50,0.0336 Vrms
2022-04-02 12:52:51,0.0317 Vrms
2022-04-02 12:52:52,0.0329 Vrms
2022-04-02 12:52:53,0.0353 Vrms
2022-04-02 12:52:54,0.0360 Vrms
2022-04-02 12:52:55,0.0337 Vrms
2022-04-02 12:52:56,0.0340 Vrms
2022-04-02 12:52:57,0.0303 Vrms
2022-04-02 12:52:58,0.0318 Vrms
2022-04-02 12:52:59,0.0349 Vrms
2022-04-02 12:53:00,0.0295 Vrms
2022-04-02 12:53:01,0.0310 Vrms
2022-04-02 12:53:02,0.0323 Vrms
2022-04-02 12:53:03,0.0345 Vrms
2022-04-02 12:53:04,0.0323 Vrms
2022-04-02 12:53:05,0.0333 Vrms
2022-04-02 12:53:06,0.0377 Vrms
2022-04-02 12:53:07,0.0344 Vrms
2022-04-02 12:53:08,0.0319 Vrms
2022-04-02 12:53:09,0.0341 Vrms
2022-04-02 12:53:10,0.0355 Vrms
2022-04-02 12:53:11,0.0376 Vrms
2022-04-02 12:53:12,0.0380 Vrms
2022-04-02 12:53:13,0.0327 Vrms
2022-04-02 12:53:14,0.0337 Vrms
2022-04-02 12:53:15,0.0377 Vrms
2022-04-02 12:53:16,0.0322 Vrms
2022-04-02 12:53:17,0.0331 Vrms
2022-04-02 12:53:18,0.0314 Vrms
2022-04-02 12:53:19,0.0274 Vrms
2022-04-02 12:53:20,0.0342 Vrms
2022-04-02 12:53:21,0.0319 Vrms
2022-04-02 12:53:22,0.0334 Vrms
2022-04-02 12:53:23,0.0324 Vrms
2022-04-02 12:53:24,0.0334 Vrms
2022-04-02 12:53:25,0.0331 Vrms
2022-04-02 12:53:26,0.0300 Vrms
2022-04-02 12:53:27,0.0355 Vrms
2022-04-02 12:53:28,0.0332 Vrms
2022-04-02 12:53:29,0.0301 Vrms
2022-04-02 12:53:30,0.0317 Vrms
2022-04-02 12:53:31,0.0332 Vrms
2022-04-02 12:53:32,0.0335 Vrms
2022-04-02 12:53:33,0.0295 Vrms
2022-04-02 12:53:34,0.0322 Vrms
2022-04-02 12:53:35,0.0331 Vrms
2022-04-02 12:53:36,0.0326 Vrms
2022-04-02 12:53:37,0.0337 Vrms
2022-04-02 12:53:38,0.0333 Vrms
2022-04-02 12:53:39,0.0301 Vrms
2022-04-02 12:53:40,0.0285 Vrms
2022-04-02 12:53:41,0.0318 Vrms
2022-04-02 12:53:42,0.0314 Vrms
2022-04-02 12:53:43,0.0323 Vrms
2022-04-02 12:53:44,0.0299 Vrms
2022-04-02 12:53:45,0.0308 Vrms
2022-04-02 12:53:46,0.0293 Vrms
2022-04-02 12:53:47,0.0367 Vrms
2022-04-02 12:53:48,0.0328 Vrms
2022-04-02 12:53:49,0.0302 Vrms
2022-04-02 12:53:50,0.0303 Vrms
2022-04-02 12:53:51,0.0282 Vrms
2022-04-02 12:53:52,0.0300 Vrms
2022-04-02 12:53:53,0.0278 Vrms
2022-04-02 12:53:54,0.0292 Vrms
2022-04-02 12:53:55,0.0265 Vrms
2022-04-02 12:53:56,0.0276 Vrms
2022-04-02 12:53:57,0.0289 Vrms
2022-04-02 12:53:58,0.0283 Vrms
2022-04-02 12:53:59,0.0346 Vrms
2022-04-02 12:54:00,0.0288 Vrms
2022-04-02 12:54:01,0.0278 Vrms
2022-04-02 12:54:02,0.0307 Vrms
2022-04-02 12:54:03,0.0292 Vrms
2022-04-02 12:54:04,0.0284 Vrms
2022-04-02 12:54:05,0.0268 Vrms
2022-04-02 12:54:06,0.0312 Vrms
2022-04-02 12:54:07,0.0317 Vrms
2022-04-02 12:54:08,0.0303 Vrms
2022-04-02 12:54:09,0.0298 Vrms
2022-04-02 12:54:10,0.0336 Vrms
2022-04-02 12:54:11,0.0345 Vrms
2022-04-02 12:54:12,0.0382 Vrms
2022-04-02 12:54:13,0.0358 Vrms
2022-04-02 12:54:14,0.0368 Vrms
2022-04-02 12:54:15,0.0370 Vrms
2022-04-02 12:54:16,0.0380 Vrms
2022-04-02 12:54:17,0.0352 Vrms
2022-04-02 12:54:18,0.0411 Vrms
2022-04-02 12:54:19,0.0550 Vrms
2022-04-02 12:54:20,0.0447 Vrms
2022-04-02 12:54:21,0.0299 Vrms
2022-04-02 12:54:22,0.0303 Vrms
2022-04-02 12:54:23,0.0283 Vrms
2022-04-02 12:54:24,0.0317 Vrms
2022-04-02 12:54:25,0.0295 Vrms
2022-04-02 12:54:26,0.0255 Vrms
2022-04-02 12:54:27,0.0281 Vrms
2022-04-02 12:54:28,0.0294 Vrms
2022-04-02 12:54:29,0.0294 Vrms
2022-04-02 12:54:30,0.0293 Vrms
2022-04-02 12:54:31,0.0291 Vrms
2022-04-02 12:54:32,0.0272 Vrms
2022-04-02 12:54:33,0.0316 Vrms
2022-04-02 12:54:34,0.0296 Vrms
2022-04-02 12:54:35,0.0282 Vrms
2022-04-02 12:54:36,0.0274 Vrms
2022-04-02 12:54:37,0.0351 Vrms
2022-04-02 12:54:38,0.0295 Vrms
2022-04-02 12:54:39,0.0272 Vrms
2022-04-02 12:54:40,0.0261 Vrms
2022-04-02 12:54:41,0.0289 Vrms
2022-04-02 12:54:42,0.0289 Vrms
2022-04-02 12:54:43,0.0308 Vrms
2022-04-02 12:54:44,0.0305 Vrms
2022-04-02 12:54:45,0.0281 Vrms
2022-04-02 12:54:46,0.0304 Vrms
2022-04-02 12:54:47,0.0276 Vrms
2022-04-02 12:54:48,0.0264 Vrms
2022-04-02 12:54:49,0.0311 Vrms
2022-04-02 12:54:50,0.0331 Vrms
2022-04-02 12:54:51,0.0278 Vrms
2022-04-02 12:54:52,0.0317 Vrms
2022-04-02 12:54:53,0.0303 Vrms
2022-04-02 12:54:54,0.0326 Vrms
2022-04-02 12:54:55,0.0340 Vrms
2022-04-02 12:54:56,0.0280 Vrms
2022-04-02 12:54:57,0.0244 Vrms
2022-04-02 12:54:58,0.0288 Vrms
2022-04-02 12:54:59,0.0273 Vrms
2022-04-02 12:55:00,0.0272 Vrms
2022-04-02 12:55:01,0.0272 Vrms
2022-04-02 12:55:02,0.0276 Vrms
2022-04-02 12:55:03,0.0312 Vrms
2022-04-02 12:55:04,0.0268 Vrms
2022-04-02 12:55:05,0.0243 Vrms
2022-04-02 12:55:06,0.0282 Vrms
2022-04-02 12:55:07,0.0274 Vrms
2022-04-02 12:55:08,0.0325 Vrms
2022-04-02 12:55:09,0.0275 Vrms
2022-04-02 12:55:10,0.0287 Vrms
2022-04-02 12:55:11,0.0308 Vrms
2022-04-02 12:55:12,0.0308 Vrms
2022-04-02 12:55:13,0.0278 Vrms
2022-04-02 12:55:14,0.0250 Vrms
2022-04-02 12:55:15,0.0299 Vrms
2022-04-02 12:55:16,0.0291 Vrms
2022-04-02 12:55:17,0.0271 Vrms
2022-04-02 12:55:18,0.0259 Vrms
2022-04-02 12:55:19,0.0265 Vrms
2022-04-02 12:55:20,0.0245 Vrms
2022-04-02 12:55:21,0.0243 Vrms
2022-04-02 12:55:22,0.0261 Vrms
2022-04-02 12:55:23,0.0265 Vrms
2022-04-02 12:55:24,0.0297 Vrms
2022-04-02 12:55:25,0.0243 Vrms
2022-04-02 12:55:26,0.0265 Vrms
2022-04-02 12:55:27,0.0268 Vrms
2022-04-02 12:55:28,0.0287 Vrms
2022-04-02 12:55:29,0.0252 Vrms
2022-04-02 12:55:30,0.0316 Vrms
2022-04-02 12:55:31,0.0285 Vrms
2022-04-02 12:55:32,0.0252 Vrms
2022-04-02 12:55:33,0.0266 Vrms
2022-04-02 12:55:34,0.0272 Vrms
2022-04-02 12:55:35,0.0262 Vrms
2022-04-02 12:55:36,0.0283 Vrms
2022-04-02 12:55:37,0.0251 Vrms
2022-04-02 12:55:38,0.0242 Vrms
2022-04-02 12:55:39,0.0272 Vrms
2022-04-02 12:55:40,0.0234 Vrms
2022-04-02 12:55:41,0.0268 Vrms
2022-04-02 12:55:42,0.0270 Vrms
2022-04-02 12:55:43,0.0252 Vrms
2022-04-02 12:55:44,0.0274 Vrms
2022-04-02 12:55:45,0.0258 Vrms
2022-04-02 12:55:46,0.0284 Vrms
2022-04-02 12:55:47,0.0228 Vrms
2022-04-02 12:55:48,0.0283 Vrms
2022-04-02 12:55:49,0.0275 Vrms
2022-04-02 12:55:50,0.0320 Vrms
2022-04-02 12:55:51,0.0294 Vrms
2022-04-02 12:55:52,0.0320 Vrms
2022-04-02 12:55:53,0.0299 Vrms
2022-04-02 12:55:54,0.0323 Vrms
2022-04-02 12:55:55,0.0318 Vrms
2022-04-02 12:55:56,0.0264 Vrms
2022-04-02 12:55:57,0.0320 Vrms
2022-04-02 12:55:58,0.0319 Vrms
2022-04-02 12:55:59,0.0283 Vrms
2022-04-02 12:56:00,0.0293 Vrms
2022-04-02 12:56:01,0.0277 Vrms
2022-04-02 12:56:02,0.0301 Vrms
2022-04-02 12:56:03,0.0335 Vrms
2022-04-02 12:56:04,0.0332 Vrms
2022-04-02 12:56:05,0.0294 Vrms
2022-04-02 12:56:06,0.0303 Vrms
2022-04-02 12:56:07,0.0312 Vrms
2022-04-02 12:56:08,0.0272 Vrms
2022-04-02 12:56:09,0.0292 Vrms
2022-04-02 12:56:10,0.0281 Vrms
2022-04-02 12:56:11,0.0315 Vrms
2022-04-02 12:56:12,0.0273 Vrms
2022-04-02 12:56:13,0.0300 Vrms
2022-04-02 12:56:14,0.0296 Vrms
2022-04-02 12:56:15,0.0297 Vrms
2022-04-02 12:56:16,0.0291 Vrms
2022-04-02 12:56:17,0.0302 Vrms
2022-04-02 12:56:18,0.0245 Vrms
2022-04-02 12:56:19,0.0289 Vrms
2022-04-02 12:56:20,0.0276 Vrms
2022-04-02 12:56:21,0.0273 Vrms
2022-04-02 12:56:22,0.0262 Vrms
2022-04-02 12:56:23,0.0291 Vrms
2022-04-02 12:56:24,0.0277 Vrms
2022-04-02 12:56:25,0.0303 Vrms
2022-04-02 12:56:26,0.0270 Vrms
2022-04-02 12:56:27,0.0271 Vrms
2022-04-02 12:56:28,0.0310 Vrms
2022-04-02 12:56:29,0.0261 Vrms
2022-04-02 12:56:30,0.0268 Vrms
2022-04-02 12:56:31,0.0278 Vrms
2022-04-02 12:56:32,0.0276 Vrms
2022-04-02 12:56:33,0.0286 Vrms
2022-04-02 12:56:34,0.0256 Vrms
2022-04-02 12:56:35,0.0265 Vrms
2022-04-02 12:56:36,0.0299 Vrms
2022-04-02 12:56:37,0.0288 Vrms
2022-04-02 12:56:38,0.0253 Vrms
2022-04-02 12:56:39,0.0259 Vrms
2022-04-02 12:56:40,0.0270 Vrms
2022-04-02 12:56:41,0.0349 Vrms
2022-04-02 12:56:42,0.0275 Vrms
2022-04-02 12:56:43,0.0297 Vrms
2022-04-02 12:56:44,0.0279 Vrms
2022-04-02 12:56:45,0.0271 Vrms
2022-04-02 12:56:46,0.0271 Vrms
2022-04-02 12:56:47,0.0313 Vrms
2022-04-02 12:56:48,0.0250 Vrms
2022-04-02 12:56:49,0.0252 Vrms
2022-04-02 12:56:50,0.0238 Vrms
2022-04-02 12:56:51,0.0253 Vrms
2022-04-02 12:56:52,0.0275 Vrms
2022-04-02 12:56:53,0.0265 Vrms
2022-04-02 12:56:54,0.0273 Vrms
2022-04-02 12:56:55,0.0260 Vrms
2022-04-02 12:56:56,0.0251 Vrms
2022-04-02 12:56:57,0.0250 Vrms
2022-04-02 12:56:58,0.0288 Vrms
2022-04-02 12:56:59,0.0271 Vrms
2022-04-02 12:57:00,0.0280 Vrms
2022-04-02 12:57:01,0.0254 Vrms
2022-04-02 12:57:02,0.0272 Vrms
2022-04-02 12:57:03,0.0286 Vrms
2022-04-02 12:57:04,0.0282 Vrms
2022-04-02 12:57:05,0.0240 Vrms
2022-04-02 12:57:06,0.0280 Vrms
2022-04-02 12:57:07,0.0276 Vrms
2022-04-02 12:57:08,0.0285 Vrms
2022-04-02 12:57:09,0.0333 Vrms
2022-04-02 12:57:10,0.0346 Vrms
2022-04-02 12:57:11,0.0297 Vrms
2022-04-02 12:57:12,0.0261 Vrms
2022-04-02 12:57:13,0.0247 Vrms
2022-04-02 12:57:14,0.0260 Vrms
2022-04-02 12:57:15,0.0302 Vrms
2022-04-02 12:57:16,0.0293 Vrms
2022-04-02 12:57:17,0.0298 Vrms
2022-04-02 12:57:18,0.0275 Vrms
2022-04-02 12:57:19,0.0261 Vrms
2022-04-02 12:57:20,0.0286 Vrms
2022-04-02 12:57:21,0.0268 Vrms
2022-04-02 12:57:22,0.0266 Vrms
2022-04-02 12:57:23,0.0272 Vrms
2022-04-02 12:57:24,0.0272 Vrms
2022-04-02 12:57:25,0.0287 Vrms
2022-04-02 12:57:26,0.0256 Vrms
2022-04-02 12:57:27,0.0279 Vrms
2022-04-02 12:57:28,0.0310 Vrms
2022-04-02 12:57:29,0.0283 Vrms
2022-04-02 12:57:30,0.0280 Vrms
2022-04-02 12:57:31,0.0338 Vrms
2022-04-02 12:57:32,0.0299 Vrms
2022-04-02 12:57:33,0.0265 Vrms
2022-04-02 12:57:34,0.0286 Vrms
2022-04-02 12:57:35,0.0317 Vrms
2022-04-02 12:57:36,0.0278 Vrms
2022-04-02 12:57:37,0.0256 Vrms
2022-04-02 12:57:38,0.0270 Vrms
2022-04-02 12:57:39,0.0269 Vrms
2022-04-02 12:57:40,0.0272 Vrms
2022-04-02 12:57:41,0.0299 Vrms
2022-04-02 12:57:42,0.0242 Vrms
2022-04-02 12:57:43,0.0273 Vrms
2022-04-02 12:57:44,0.0330 Vrms
2022-04-02 12:57:45,0.0300 Vrms
2022-04-02 12:57:46,0.0279 Vrms
2022-04-02 12:57:47,0.0297 Vrms
2022-04-02 12:57:48,0.0294 Vrms
2022-04-02 12:57:49,0.0312 Vrms
2022-04-02 12:57:50,0.0313 Vrms
2022-04-02 12:57:51,0.0285 Vrms
2022-04-02 12:57:52,0.0256 Vrms
2022-04-02 12:57:53,0.0293 Vrms
2022-04-02 12:57:54,0.0256 Vrms
2022-04-02 12:57:55,0.0248 Vrms
2022-04-02 12:57:56,0.0299 Vrms
2022-04-02 12:57:57,0.0320 Vrms
2022-04-02 12:57:58,0.0323 Vrms
2022-04-02 12:57:59,0.0333 Vrms
2022-04-02 12:58:00,0.0312 Vrms
2022-04-02 12:58:01,0.0307 Vrms
2022-04-02 12:58:02,0.0290 Vrms
2022-04-02 12:58:03,0.0284 Vrms
2022-04-02 12:58:04,0.0274 Vrms
2022-04-02 12:58:05,0.0298 Vrms
2022-04-02 12:58:06,0.0295 Vrms
2022-04-02 12:58:07,0.0264 Vrms
2022-04-02 12:58:08,0.0278 Vrms
2022-04-02 12:58:09,0.0297 Vrms
2022-04-02 12:58:10,0.0312 Vrms
2022-04-02 12:58:11,0.0319 Vrms
2022-04-02 12:58:12,0.0314 Vrms
2022-04-02 12:58:13,0.0306 Vrms
2022-04-02 12:58:14,0.0278 Vrms
2022-04-02 12:58:15,0.0312 Vrms
2022-04-02 12:58:16,0.0294 Vrms
2022-04-02 12:58:17,0.0249 Vrms
2022-04-02 12:58:18,0.0282 Vrms
2022-04-02 12:58:19,0.0294 Vrms
2022-04-02 12:58:20,0.0316 Vrms
2022-04-02 12:58:21,0.0369 Vrms
2022-04-02 12:58:22,0.0356 Vrms
2022-04-02 12:58:23,0.0309 Vrms
2022-04-02 12:58:24,0.0315 Vrms
2022-04-02 12:58:25,0.0307 Vrms
2022-04-02 12:58:26,0.0306 Vrms
2022-04-02 12:58:27,0.0333 Vrms
2022-04-02 12:58:28,0.0316 Vrms
2022-04-02 12:58:29,0.0271 Vrms
2022-04-02 12:58:30,0.0281 Vrms
2022-04-02 12:58:31,0.0263 Vrms
2022-04-02 12:58:32,0.0278 Vrms
2022-04-02 12:58:33,0.0283 Vrms
2022-04-02 12:58:34,0.0258 Vrms
2022-04-02 12:58:35,0.0276 Vrms
2022-04-02 12:58:36,0.0294 Vrms
2022-04-02 12:58:37,0.0307 Vrms
2022-04-02 12:58:38,0.0296 Vrms
2022-04-02 12:58:39,0.0268 Vrms
2022-04-02 12:58:40,0.0268 Vrms
2022-04-02 12:58:41,0.0280 Vrms
2022-04-02 12:58:42,0.0247 Vrms
2022-04-02 12:58:43,0.0280 Vrms
2022-04-02 12:58:44,0.0261 Vrms
2022-04-02 12:58:45,0.0263 Vrms
2022-04-02 12:58:46,0.0277 Vrms
2022-04-02 12:58:47,0.0315 Vrms
2022-04-02 12:58:48,0.0289 Vrms
2022-04-02 12:58:49,0.0260 Vrms
2022-04-02 12:58:50,0.0243 Vrms
2022-04-02 12:58:51,0.0283 Vrms
2022-04-02 12:58:52,0.0259 Vrms
2022-04-02 12:58:53,0.0330 Vrms
2022-04-02 12:58:54,0.0330 Vrms
2022-04-02 12:58:55,0.0322 Vrms
2022-04-02 12:58:56,0.0301 Vrms
2022-04-02 12:58:57,0.0268 Vrms
2022-04-02 12:58:58,0.0300 Vrms
2022-04-02 12:58:59,0.0284 Vrms
2022-04-02 12:59:00,0.0245 Vrms
2022-04-02 12:59:01,0.0280 Vrms
2022-04-02 12:59:02,0.0271 Vrms
2022-04-02 12:59:03,0.0275 Vrms
2022-04-02 12:59:04,0.0290 Vrms
2022-04-02 12:59:05,0.0272 Vrms
2022-04-02 12:59:06,0.0259 Vrms
2022-04-02 12:59:07,0.0263 Vrms
2022-04-02 12:59:08,0.0266 Vrms
2022-04-02 12:59:09,0.0282 Vrms
2022-04-02 12:59:10,0.0274 Vrms
